passage	phrase_text	phrase_gloss	head	attributive	#words_mother	#nouns_mother
Isaiah 9:1	>WR GDWL 	light great	>WR 	GDWL 	1	1
Isaiah 10:6	BGWJ XNP 	in people alienated	GWJ 	XNP 	1	1
Isaiah 10:14	BJYJM <ZBWT 	egg leave	BJYJM 	<ZBWT 	1	1
Isaiah 11:6	N<R QVN 	boy small	N<R 	QVN 	1	1
Isaiah 13:2	<L HR&N#PH 	upon mountain sweep bare	HR&	N#PH 	1	1
Isaiah 13:4	DMWT <M&RB 	likeness people much	<M&	RB 	1	1
Isaiah 13:14	KYBJ MDX WKY>N 	as gazelle wield and as cattle	YBJ 	MDX 	1	1
Isaiah 14:3	M<YBK WMRGZK WMN&H<BDH HQ#H 	from pain and from excitement and from the work the hard	H<BDH 	HQ#H 	2	1
Isaiah 14:19	KNYR NT<B 	as shoot be abhorrent	NYR 	NT<B 	1	1
Isaiah 14:19	LBW# HRGJM MV<NJ XRB 	clothing kill pierce dagger	HRGJM 	MV<NJ XRB 	1	0
Isaiah 14:19	KPGR MWBS00 	as corpse tread down	PGR 	MWBS00 	1	1
Isaiah 14:29	#RP M<WPP00 	serpent fly	#RP 	M<WPP00 	1	1
Isaiah 16:2	K<WP&NWDD QN M#LX 	as birds flee nest send	<WP&	NWDD 	1	1
Isaiah 16:2	K<WP&NWDD QN M#LX 	as birds flee nest send	QN 	M#LX 	1	1
Isaiah 16:14	BKL HHMWN HRB 	in whole the commotion the much	HHMWN 	HRB 	2	1
Isaiah 17:11	BJWM NXLH WK>B >NW#00 	in day become weak and pain incurable	K>B 	>NW#00 	1	1
Isaiah 17:12	HMWN <MJM RBJM 	commotion people much	<MJM 	RBJM 	1	1
Isaiah 17:12	K#>WN MJM KBJRJM 	as roar water great	MJM 	KBJRJM 	1	1
Isaiah 17:13	K#>WN MJM RBJM 	as roar water much	MJM 	RBJM 	1	1
Isaiah 18:2	ML>KJM QLJM 	messenger light	ML>KJM 	QLJM 	1	1
Isaiah 18:2	>L&GWJ MM#K WMWRV 	to people draw and pull off	GWJ 	MM#K WMWRV 	1	1
Isaiah 18:5	BSR GML 	grape deal fully	BSR 	GML 	1	1
Isaiah 18:7	<M MM#K WMWRV 	people draw and pull off	<M 	MM#K WMWRV 	1	1
Isaiah 19:1	<L&<B QL 	upon cloud light	<B 	QL 	1	1
Isaiah 19:4	BJD >DNJM Q#H 	in hand lord hard	>DNJM 	Q#H 	1	1
Isaiah 19:4	MLK <Z 	king strong	MLK 	<Z 	1	1
Isaiah 19:9	P#TJM #RJQWT 	flax carded	P#TJM 	#RJQWT 	1	1
Isaiah 19:11	<YH NB<RH 	counsel be stupid	<YH 	NB<RH 	1	1
Isaiah 21:1	MMDBR M>RY NWR>H00 	from desert from earth fear	>RY 	NWR>H00 	1	1
Isaiah 21:2	XZWT Q#H 	vision hard	XZWT 	Q#H 	1	1
Isaiah 21:7	Q#B RB&Q#B00 	attentiveness much attentiveness	Q#B 	RB&Q#B00 	1	1
Isaiah 21:15	MPNJ XRBWT MPNJ XRB NVW#H WMPNJ Q#T DRWKH WMPNJ KBD MLXMH00 	from face dagger from face dagger abandon and from face bow tread and from face heaviness war	XRB 	NVW#H 	1	1
Isaiah 21:15	MPNJ XRBWT MPNJ XRB NVW#H WMPNJ Q#T DRWKH WMPNJ KBD MLXMH00 	from face dagger from face dagger abandon and from face bow tread and from face heaviness war	Q#T 	DRWKH 	1	1
Isaiah 22:2	<JR HWMJH QRJH <LJZH 	town make noise town rejoicing	<JR 	HWMJH 	1	1
Isaiah 22:2	<JR HWMJH QRJH <LJZH 	town make noise town rejoicing	QRJH 	<LJZH 	1	1
Isaiah 22:9	>T&MJ HBRKH HTXTWNH00 	<object marker> water the pool the lower	HBRKH 	HTXTWNH00 	2	1
Isaiah 22:11	LMJ HBRKH HJ#NH 	to water the pool the old	HBRKH 	HJ#NH 	2	1
Isaiah 22:18	>L&>RY RXBT JDJM 	to earth wide hand	>RY 	RXBT JDJM 	1	1
Isaiah 22:23	BMQWM N>MN 	in place be firm	MQWM 	N>MN 	1	1
Isaiah 22:25	BMQWM N>MN 	in place be firm	MQWM 	N>MN 	1	1
Isaiah 23:3	BMJM RBJM 	in water much	MJM 	RBJM 	1	1
Isaiah 25:2	QRJH BYWRH 	town fortified	QRJH 	BYWRH 	1	1
Isaiah 25:3	<M&<Z 	people strong	<M&	<Z 	1	1
Isaiah 25:3	QRJT GWJM <RJYJM 	town people ruthless	GWJM 	<RJYJM 	1	1
Isaiah 25:6	M#TH #MNJM M#TH #MRJM #MNJM MMXJM #MRJM MZQQJM00 	drinking oil drinking dregs oil fill with marrow dregs filter	#MNJM 	MMXJM 	1	1
Isaiah 25:6	M#TH #MNJM M#TH #MRJM #MNJM MMXJM #MRJM MZQQJM00 	drinking oil drinking dregs oil fill with marrow dregs filter	#MRJM 	MZQQJM00 	1	1
Isaiah 26:2	GWJ&YDJQ 	people just	GWJ&	YDJQ 	1	1
Isaiah 26:3	JYR SMWK 	form support	JYR 	SMWK 	1	1
Isaiah 26:5	QRJH N#GBH 	town be high	QRJH 	N#GBH 	1	1
Isaiah 26:10	B>RY NKXWT 	in earth straight	>RY 	NKXWT 	1	1
Isaiah 27:1	BXRBW HQ#H WHGDWLH WHXZQH 	in dagger the hard and the great and the strong	XRBW 	HQ#H WHGDWLH WHXZQH 	1	1
Isaiah 27:1	<L LWJTN NX# BRX W<L LWJTN NX# <QLTWN 	upon leviathan serpent fleeing and upon leviathan serpent crooked	NX# 	BRX 	1	1
Isaiah 27:1	<L LWJTN NX# BRX W<L LWJTN NX# <QLTWN 	upon leviathan serpent fleeing and upon leviathan serpent crooked	NX# 	<QLTWN 	1	1
Isaiah 27:8	BRWXW HQ#H 	in wind the hard	RWXW 	HQ#H 	1	1
Isaiah 27:9	K>BNJ&GR MNPYWT 	as stone chalk shatter	>BNJ&GR 	MNPYWT 	2	2
Isaiah 27:10	<JR BYWRH 	town fortified	<JR 	BYWRH 	1	1
Isaiah 27:10	NWH M#LX WN<ZB KMDBR 	pasture send and leave as the desert	NWH 	M#LX WN<ZB 	1	1
Isaiah 27:13	B#WPR GDWL 	in horn great	#WPR 	GDWL 	1	1
Isaiah 28:1	YJY NBL YBJ TP>RTW HLWMJ JJN00 	blossom wither beauty splendour strike wine	YJY 	NBL 	1	1
Isaiah 28:2	KZRM BRD #<R QVB KZRM MJM KBJRJM #VPJM 	as rain hail storm sting as rain water great wash off	MJM 	KBJRJM #VPJM 	1	1
Isaiah 28:11	BL<GJ #PH WBL#WN >XRT 	in stammering lip and in tongue other	L#WN 	>XRT 	1	1
Isaiah 28:15	#WV #WVP 	spate wash off	#WV 	#WVP 	1	1
Isaiah 28:16	>BN >BN BXN PNT JQRT MWSD MWSD 	stone stone <type of stone> corner meeting foundation found	MWSD 	MWSD 	1	1
Isaiah 28:18	#WV #WVP 	spate wash off	#WV 	#WVP 	1	1
Isaiah 29:5	K>BQ DQ 	as dust thin	>BQ 	DQ 	1	1
Isaiah 29:5	KMY <BR 	as chaff pass	MY 	<BR 	1	1
Isaiah 29:6	BR<M WBR<# WQWL GDWL SWPH WS<RH WLHB ># >WKLH00 	in thunder and in quaking and sound great storm and storm and flame fire eat	QWL 	GDWL 	1	1
Isaiah 29:6	BR<M WBR<# WQWL GDWL SWPH WS<RH WLHB ># >WKLH00 	in thunder and in quaking and sound great storm and storm and flame fire eat	># 	>WKLH00 	1	1
Isaiah 29:11	KDBRJ HSPR HXTWM 	as word the letter the seal	HSPR 	HXTWM 	2	1
Isaiah 29:13	MYWT >N#JM MLMDH00 	commandment man learn	MYWT >N#JM 	MLMDH00 	2	2
Isaiah 30:6	>P<H W#RP M<WPP 	snake and serpent fly	#RP 	M<WPP 	1	1
Isaiah 30:8	LJWM >XRWN L<D <D&<WLM00 	to day at the back to future unto eternity	JWM 	>XRWN 	1	1
Isaiah 30:9	BNJM KX#JM 	son mendacious	BNJM 	KX#JM 	1	1
Isaiah 30:13	KPRY NPL 	as breach fall	PRY 	NPL 	1	1
Isaiah 30:13	BXWMH N#GBH 	in wall be high	XWMH 	N#GBH 	1	1
Isaiah 30:20	LXM YR WMJM LXY 	bread narrow and water oppression	LXM 	YR 	1	1
Isaiah 30:23	KR NRXB00 	pasture be wide	KR 	NRXB00 	1	1
Isaiah 30:25	<L&KL&HR GBH W<L KL&GB<H N#>H 	upon whole mountain high and upon whole hill lift	HR 	GBH 	1	1
Isaiah 30:25	<L&KL&HR GBH W<L KL&GB<H N#>H 	upon whole mountain high and upon whole hill lift	GB<H 	N#>H 	1	1
Isaiah 30:25	BJWM HRG RB 	in day slaughter much	JWM HRG 	RB 	2	2
Isaiah 30:27	K># >KLT00 	as fire eat	># 	>KLT00 	1	1
Isaiah 30:28	KNXL #WVP 	as wadi wash off	NXL 	#WVP 	1	1
Isaiah 30:28	RSN MT<H 	bridle err	RSN 	MT<H 	1	1
Isaiah 30:30	BZ<P >P WLHB ># >WKLH NPY WZRM W>BN BRD00 	in rage nose and flame fire eat pattering and rain and stone hail	># 	>WKLH 	1	1
Isaiah 31:5	KYPRJM <PWT 	as bird fly	YPRJM 	<PWT 	1	1
Isaiah 32:2	KPLGJ&MJM BYJWN KYL SL<&KBD B>RY <JPH00 	as division water in waterless country as shadow rock heavy in earth faint	YL SL<&	KBD 	2	2
Isaiah 32:2	KPLGJ&MJM BYJWN KYL SL<&KBD B>RY <JPH00 	as division water in waterless country as shadow rock heavy in earth faint	>RY 	<JPH00 	1	1
Isaiah 32:9	N#JM #>NNWT 	woman at ease	N#JM 	#>NNWT 	1	1
Isaiah 32:9	BNWT BVXWT 	daughter trust	BNWT 	BVXWT 	1	1
Isaiah 32:12	<L&#DJ&XMD <L&GPN PRJH00 	upon open field splendour upon vine be fertile	GPN 	PRJH00 	1	1
Isaiah 32:13	<L&KL&BTJ M#W# QRJH <LJZH00 	upon whole house joy town rejoicing	QRJH 	<LJZH00 	1	1
Isaiah 33:12	QWYJM KSWXJM 	thorn-bush cut off	QWYJM 	KSWXJM 	1	1
Isaiah 33:19	>T&<M NW<Z <M 	<object marker> people be insolent people	<M 	NW<Z 	1	1
Isaiah 33:20	JRW#LM NWH #>NN >HL 	Jerusalem pasture at ease tent	NWH 	#>NN 	1	1
Isaiah 33:21	MQWM&NHRJM J>RJM RXBJ JDJM 	place stream stream wide hand	J>RJM 	RXBJ JDJM 	1	1
Isaiah 33:21	YJ >DJR 	ship mighty	YJ 	>DJR 	1	1
Isaiah 34:6	VBX GDWL 	slaughtering great	VBX 	GDWL 	1	1
Isaiah 34:9	LZPT B<RH00 	to pitch burn	ZPT 	B<RH00 	1	1
Isaiah 35:3	JDJM RPWT 	hand slack	JDJM 	RPWT 	1	1
Isaiah 35:3	BRKJM K#LWT 	knee stumble	BRKJM 	K#LWT 	1	1
Isaiah 36:1	<L KL&<RJ JHWDH HBYRWT 	upon whole town Judah the fortified	<RJ JHWDH 	HBYRWT 	2	1
Isaiah 36:2	BT<LT HBRKH H<LJWNH BMSLT #DH KWBS00 	in channel the pool the upper in highway open field wash	HBRKH 	H<LJWNH 	2	1
Isaiah 36:4	HMLK HGDWL MLK >#WR 	the king the great king Asshur	HMLK 	HGDWL 	2	1
Isaiah 36:6	<L&M#<NT HQNH HRYWY HZH <L&MYRJM 	upon support the reed the crush the this upon Egypt	HQNH 	HRYWY 	2	1
Isaiah 36:9	>T PNJ PXT >XD <BDJ >DNJ HQVNJM 	<object marker> face governor one servant lord the small	PNJ PXT >XD <BDJ >DNJ 	HQVNJM 	5	5
Isaiah 36:13	BQWL&GDWL 	in sound great	QWL&	GDWL 	1	1
Isaiah 36:13	>T&DBRJ HMLK HGDWL MLK >#WR00 	<object marker> word the king the great king Asshur	HMLK 	HGDWL 	2	1
Isaiah 37:4	>LHJM XJ 	god(s) alive	>LHJM 	XJ 	1	1
Isaiah 37:4	B<D H#>RJT HNMY>H00 	distance the rest the find	H#>RJT 	HNMY>H00 	2	1
Isaiah 37:17	>LHJM XJ00 	god(s) alive	>LHJM 	XJ00 	1	1
Isaiah 37:26	GLJM NYJM 	heap decay	GLJM 	NYJM 	1	1
Isaiah 37:26	<RJM BYRWT00 	town fortified	<RJM 	BYRWT00 	1	1
Isaiah 37:30	B#NH H#NJT 	in the year the second	#NH 	H#NJT 	2	1
Isaiah 37:30	B#NH H#LJ#JT 	in the year the third	#NH 	H#LJ#JT 	2	1
Isaiah 37:31	PLJVT BJT&JHWDH HN#>RH 	escape house Judah the remain	PLJVT BJT&JHWDH 	HN#>RH 	3	2
Isaiah 37:36	PGRJM MTJM00 	corpse die	PGRJM 	MTJM00 	1	1
Isaiah 38:3	B>MT WBLB #LM 	in trustworthiness and in heart complete	LB 	#LM 	1	1
Isaiah 38:3	BKJ GDWL00 	weeping great	BKJ 	GDWL00 	1	1
Isaiah 39:3	M>RY RXWQH MBBL00 	from earth remote from Babel	>RY 	RXWQH 	1	1
Isaiah 40:9	<L HR&GBH 	upon mountain high	HR&	GBH 	1	1
Isaiah 40:20	XR# XKM 	artisan wise	XR# 	XKM 	1	1
Isaiah 41:2	KQ# NDP 	as stubble scatter	Q# 	NDP 	1	1
Isaiah 41:15	LMWRG XRWY XD# B<L PJPJWT 	to threshing-sledge threshing instrument new lord, baal double-edged	MWRG XRWY 	XD# 	2	2
Isaiah 42:3	QNH RYWY 	reed crush	QNH 	RYWY 	1	1
Isaiah 42:3	P#TH KHH 	flax dim	P#TH 	KHH 	1	1
Isaiah 42:7	<JNJM <WRWT 	eye blind	<JNJM 	<WRWT 	1	1
Isaiah 42:10	#JR XD# 	song new	#JR 	XD# 	1	1
Isaiah 42:22	<M&BZWZ W#SWJ 	people spoil and spoil	<M&	BZWZ W#SWJ 	1	1
Isaiah 43:8	<M&<WR WXR#JM 	people blind and deaf	<M&	<WR 	1	1
Isaiah 43:16	BMJM <ZJM 	in water strong	MJM 	<ZJM 	1	1
Isaiah 43:27	>BJK HR>#WN 	father the first	>BJK 	HR>#WN 	1	1
Isaiah 45:21	>L&YDJQ WMW#J< 	god just and help	>L&	YDJQ WMW#J< 	1	1
Isaiah 49:2	KXRB XDH 	as dagger sharp	XRB 	XDH 	1	1
Isaiah 49:2	LXY BRWR 	to arrow purge	XY 	BRWR 	1	1
Isaiah 49:8	NXLWT #MMWT00 	heritage be desolate	NXLWT 	#MMWT00 	1	1
Isaiah 49:24	#BJ YDJQ 	captive just	#BJ 	YDJQ 	1	1
Isaiah 49:25	MLQWX <RJY 	what is taken ruthless	MLQWX 	<RJY 	1	1
Isaiah 51:10	JM MJ THWM RBH 	sea water primeval ocean much	THWM 	RBH 	1	1
Isaiah 52:15	GWJM RBJM 	people much	GWJM 	RBJM 	1	1
Isaiah 54:3	<RJM N#MWT 	town be desolate	<RJM 	N#MWT 	1	1
Isaiah 54:6	K>#H <ZWBH W<YWBT RWX 	as woman leave and hurt wind	>#H 	<ZWBH W<YWBT RWX 	1	1
Isaiah 54:7	BRG< QVN 	in moment small	RG< 	QVN 	1	1
Isaiah 54:7	BRXMJM GDLJM 	in compassion great	RXMJM 	GDLJM 	1	1
Isaiah 55:3	BRJT <WLM XSDJ DWD HN>MNJM00 	covenant eternity loyalty David the be firm	XSDJ DWD 	HN>MNJM00 	2	1
Isaiah 56:3	<Y JB#00 	tree dry	<Y 	JB#00 	1	1
Isaiah 56:10	KLBJM >LMJM 	dog speechless	KLBJM 	>LMJM 	1	1
Isaiah 57:5	B>LJM TXT KL&<Y R<NN 	in the mighty tree under part whole tree luxuriant	<Y 	R<NN 	1	1
Isaiah 57:7	<L HR&GBH WN#> 	upon mountain high and lift	HR&	GBH WN#> 	1	1
Isaiah 58:11	KGN RWH 	as garden watered	GN 	RWH 	1	1
Isaiah 59:7	DM NQJ 	blood innocent	DM 	NQJ 	1	1
Isaiah 60:22	LGWJ <YWM 	to people mighty	GWJ 	<YWM 	1	1
Isaiah 61:3	TXT RWX KHH 	under part wind dim	RWX 	KHH 	1	1
Isaiah 62:2	#M XD# 	name new	#M 	XD# 	1	1
Isaiah 65:2	>L&<M SWRR 	to people rebel	<M 	SWRR 	1	1
Isaiah 65:7	P<LTM R>#NH 	work first	P<LTM 	R>#NH 	1	1
Isaiah 65:15	#M >XR00 	name other	#M 	>XR00 	1	1
Isaiah 65:16	HYRWT HR>#NWT 	the distress the first	HYRWT 	HR>#NWT 	2	1
Isaiah 65:17	#MJM XD#JM W>RY XD#H 	heavens new and earth new	#MJM 	XD#JM 	1	1
Isaiah 65:17	#MJM XD#JM W>RY XD#H 	heavens new and earth new	>RY 	XD#H 	1	1
Isaiah 66:12	KNXL #WVP 	as wadi wash off	NXL 	#WVP 	1	1
Isaiah 66:19	>L&HGWJM TR#J# PWL WLWD M#KJ Q#T TBL WJWN H>JJM HRXQJM 	to the people Tarshish Libyans and Lud draw bow Tubal and <jawan, Greece> the coast, island the remote	H>JJM 	HRXQJM 	2	1
Isaiah 66:20	BKLJ VHWR 	in tool pure	KLJ 	VHWR 	1	1
Isaiah 66:22	H#MJM HXD#JM WH>RY HXD#H 	the heavens the month and the earth the new	H>RY 	HXD#H 	2	1
Jeremiah 1:3	BXD# HXMJ#J00 	in the month the fifth	XD# 	HXMJ#J00 	2	1
Jeremiah 1:13	SJR NPWX 	pot blow	SJR 	NPWX 	1	1
Jeremiah 1:16	L>LHJM >XRJM 	to god(s) other	>LHJM 	>XRJM 	1	1
Jeremiah 2:13	>TJ MQWR MJM XJJM 	<object marker> well water alive	MJM 	XJJM 	1	1
Jeremiah 2:13	B>RWT B>RT N#BRJM 	cistern cistern break	B>RT 	N#BRJM 	1	1
Jeremiah 2:20	<L&KL&GB<H GBHH WTXT KL&<Y R<NN 	upon whole hill high and under part whole tree luxuriant	GB<H 	GBHH 	1	1
Jeremiah 2:20	<L&KL&GB<H GBHH WTXT KL&<Y R<NN 	upon whole hill high and under part whole tree luxuriant	<Y 	R<NN 	1	1
Jeremiah 2:21	SWRJ HGPN NKRJH00 	backsliding the vine foreign	HGPN 	NKRJH00 	2	1
Jeremiah 2:23	BKRH QLH 	young female camel light	BKRH 	QLH 	1	1
Jeremiah 2:30	K>RJH M#XJT00 	as lion destroy	>RJH 	M#XJT00 	1	1
Jeremiah 2:34	DM NP#WT >BJWNJM NQJJM 	blood soul poor innocent	>BJWNJM 	NQJJM 	1	0
Jeremiah 3:1	L>J#&>XR 	to man other	>J#&	>XR 	1	1
Jeremiah 3:1	R<JM RBJM 	fellow much	R<JM 	RBJM 	1	1
Jeremiah 3:3	MYX >#H ZWNH 	forehead woman fornicate	>#H 	ZWNH 	1	1
Jeremiah 3:6	<L&KL&HR GBH W>L&TXT KL&<Y R<NN 	upon whole mountain high and to under part whole tree luxuriant	HR 	GBH 	1	1
Jeremiah 3:6	<L&KL&HR GBH W>L&TXT KL&<Y R<NN 	upon whole mountain high and to under part whole tree luxuriant	<Y 	R<NN 	1	1
Jeremiah 3:13	TXT KL&<Y R<NN 	under part whole tree luxuriant	<Y 	R<NN 	1	1
Jeremiah 3:14	BNJM #WBBJM 	son apostate	BNJM 	#WBBJM 	1	1
Jeremiah 3:17	>XRJ #RRWT LBM HR<00 	after stubbornness heart the evil	LBM 	HR<00 	1	1
Jeremiah 3:22	BNJM #WBBJM 	son apostate	BNJM 	#WBBJM 	1	1
Jeremiah 4:6	R<H W#BR GDWL00 	evil and breaking great	#BR 	GDWL00 	1	1
Jeremiah 4:11	RWX YX #PJJM BMDBR 	wind clear track in the desert	RWX 	YX 	1	1
Jeremiah 4:12	RWX ML> 	wind full	RWX 	ML> 	1	1
Jeremiah 4:22	BNJM SKLJM 	son foolish	BNJM 	SKLJM 	1	1
Jeremiah 5:8	SWSJM MJZNJM M#KJM 	horse be ruttish be potent	SWSJM 	MJZNJM 	1	1
Jeremiah 5:15	GWJ >JTN 	people ever-flowing	GWJ 	>JTN 	1	1
Jeremiah 5:16	KQBR PTWX 	as grave open	QBR 	PTWX 	1	1
Jeremiah 5:21	<M SKL W>JN LB 	people foolish and <NEG> heart	<M 	SKL 	1	1
Jeremiah 5:23	LB SWRR WMWRH 	heart rebel and rebel	LB 	SWRR WMWRH 	1	1
Jeremiah 6:1	#BR GDWL00 	breaking great	#BR 	GDWL00 	1	1
Jeremiah 6:22	GWJ GDWL 	people great	GWJ 	GDWL 	1	1
Jeremiah 6:26	>BL JXJD MSPD TMRWRJM 	mourning rites only one wailing bitterness	>BL 	JXJD 	1	1
Jeremiah 6:29	M># TM 	from fire complete	># 	TM 	1	1
Jeremiah 6:30	KSP NM>S 	silver retract	KSP 	NM>S 	1	1
Jeremiah 7:6	DM NQJ 	blood innocent	DM 	NQJ 	1	1
Jeremiah 7:6	>XRJ >LHJM >XRJM 	after god(s) other	>LHJM 	>XRJM 	1	1
Jeremiah 7:9	>XRJ >LHJM >XRJM 	after god(s) other	>LHJM 	>XRJM 	1	1
Jeremiah 7:18	L>LHJM >XRJM 	to god(s) other	>LHJM 	>XRJM 	1	1
Jeremiah 8:3	MN&HM#PXH HR<H HZ>T 	from the clan the evil the this	HM#PXH 	HR<H 	2	1
Jeremiah 8:5	M#BH NYXT 	apostasy prevail	M#BH 	NYXT 	1	1
Jeremiah 9:7	XY #XWV 	arrow slaughter	XY 	#XWV 	1	1
Jeremiah 9:11	H>J# HXKM 	the man the wise	H>J# 	HXKM 	2	1
Jeremiah 10:9	KSP MRQ< 	silver stamp	KSP 	MRQ< 	1	1
Jeremiah 10:10	>LHJM XJJM WMLK <WLM 	god(s) alive and king eternity	>LHJM 	XJJM 	1	1
Jeremiah 10:22	R<# GDWL 	quaking great	R<# 	GDWL 	1	1
Jeremiah 11:5	>RY ZBT XLB WDB# 	earth flow milk and honey	>RY 	ZBT XLB WDB# 	1	1
Jeremiah 11:10	<L&<WNT >BWTM HR>#NJM 	upon sin father the first	>BWTM 	HR>#NJM 	1	1
Jeremiah 11:10	>XRJ >LHJM >XRJM 	after god(s) other	>LHJM 	>XRJM 	1	1
Jeremiah 11:16	ZJT R<NN JPH PRJ&T>R 	olive luxuriant beautiful fruit form	ZJT 	R<NN 	1	1
Jeremiah 11:16	ZJT R<NN JPH PRJ&T>R 	olive luxuriant beautiful fruit form	ZJT R<NN 	JPH PRJ&T>R 	2	1
Jeremiah 11:16	LQWL HMWLH GDLH 	to sound sound great	HMWLH 	GDLH 	1	1
Jeremiah 11:19	KKB# >LWP 	as young ram familiar	KB# 	>LWP 	1	1
Jeremiah 12:10	R<JM RBJM 	pasture much	R<JM 	RBJM 	1	0
Jeremiah 12:14	<L&KL&#KNJ HR<JM 	upon whole inhabitant the evil	#KNJ 	HR<JM 	1	1
Jeremiah 13:6	MQY JMJM RBJM 	from end day much	JMJM 	RBJM 	1	1
Jeremiah 13:9	>T&G>WN JHWDH W>T&G>WN JRW#LM HRB00 	<object marker> height Judah and <object marker> height Jerusalem the much	G>WN JRW#LM 	HRB00 	2	1
Jeremiah 13:10	H<M HZH HR< 	the people the this the evil	H<M HZH 	HR< 	4	1
Jeremiah 13:10	>XRJ >LHJM >XRJM 	after god(s) other	>LHJM 	>XRJM 	1	1
Jeremiah 14:9	K>J# NDHM 	as man surprise	>J# 	NDHM 	1	1
Jeremiah 14:17	#BR GDWL 	breaking great	#BR 	GDWL 	1	1
Jeremiah 14:17	MKH NXLH M>D00 	blow become weak might	MKH 	NXLH M>D00 	1	1
Jeremiah 15:20	LXWMT NX#T BYWRH 	to wall bronze fortified	XWMT NX#T 	BYWRH 	2	2
Jeremiah 16:10	>T KL&HR<H HGDWLH HZ>T 	<object marker> whole the evil the great the this	HR<H 	HGDWLH 	2	1
Jeremiah 16:11	>XRJ >LHJM >XRJM 	after god(s) other	>LHJM 	>XRJM 	1	1
Jeremiah 16:12	>XRJ #RRWT LBW&HR< 	after stubbornness heart the evil	LBW&	HR< 	1	1
Jeremiah 16:13	>T&>LHJM >XRJM 	<object marker> god(s) other	>LHJM 	>XRJM 	1	1
Jeremiah 16:16	LDJGJM RBJM 	to fisher much	DJGJM 	RBJM 	1	1
Jeremiah 17:2	<L&<Y R<NN <L GB<WT HGBHWT00 	upon tree luxuriant upon hill the high	<Y 	R<NN 	1	1
Jeremiah 17:2	<L&<Y R<NN <L GB<WT HGBHWT00 	upon tree luxuriant upon hill the high	GB<WT 	HGBHWT00 	1	1
Jeremiah 17:13	MQWR MJM&XJJM >T&JHWH00 	well water alive <object marker> YHWH	MJM&	XJJM 	1	1
Jeremiah 17:16	JWM >NW# 	day incurable	JWM 	>NW# 	1	1
Jeremiah 18:4	KLJ >XR 	tool other	KLJ 	>XR 	1	1
Jeremiah 18:11	MDRKW HR<H 	from way the evil	DRKW 	HR<H 	1	1
Jeremiah 18:12	#RRWT LBW&HR< 	stubbornness heart the evil	LBW&	HR< 	1	1
Jeremiah 18:14	MJM ZRJM QRJM NWZLJM00 	water strange cool flow	MJM 	ZRJM QRJM NWZLJM00 	1	1
Jeremiah 19:4	L>LHJM >XRJM 	to god(s) other	>LHJM 	>XRJM 	1	1
Jeremiah 19:13	L>LHJM >XRJM00 	to god(s) other	>LHJM 	>XRJM00 	1	1
Jeremiah 20:9	K># B<RT 	as fire burn	># 	B<RT 	1	1
Jeremiah 20:11	KGBWR <RJY 	as vigorous ruthless	GBWR 	<RJY 	1	1
Jeremiah 20:12	BXN YDJQ 	examine just	BXN 	YDJQ 	1	0
Jeremiah 20:15	BN ZKR 	son male	BN 	ZKR 	1	1
Jeremiah 21:5	BJD NVWJH WBZRW< XZQH WB>P WBXMH WBQYP GDWL00 	in hand extend and in arm strong and in nose and in heat and in anger great	JD 	NVWJH 	1	1
Jeremiah 21:5	BJD NVWJH WBZRW< XZQH WB>P WBXMH WBQYP GDWL00 	in hand extend and in arm strong and in nose and in heat and in anger great	ZRW< 	XZQH 	1	1
Jeremiah 21:5	BJD NVWJH WBZRW< XZQH WB>P WBXMH WBQYP GDWL00 	in hand extend and in arm strong and in nose and in heat and in anger great	QYP 	GDWL00 	1	1
Jeremiah 21:6	BDBR GDWL 	in pest great	DBR 	GDWL 	1	1
Jeremiah 22:3	DM NQJ 	blood innocent	DM 	NQJ 	1	1
Jeremiah 22:8	GWJM RBJM 	people much	GWJM 	RBJM 	1	1
Jeremiah 22:8	L<JR HGDWLH HZ>T00 	to the town the great the this	<JR 	HGDWLH 	2	1
Jeremiah 22:9	L>LHJM >XRJM 	to god(s) other	>LHJM 	>XRJM 	1	1
Jeremiah 22:26	<L H>RY >XRT 	upon the earth other	H>RY 	>XRT 	2	1
Jeremiah 22:28	<YB NBZH NPWY 	form despise shatter	<YB 	NBZH NPWY 	1	1
Jeremiah 23:5	YMX YDJQ 	sprout just	YMX 	YDJQ 	1	1
Jeremiah 23:9	K>J# #KWR WKGBR 	as man drunk and as vigorous man	>J# 	#KWR 	1	1
Jeremiah 23:17	KL HLK B#RRWT LBW 	whole walk in stubbornness heart	KL 	HLK 	1	1
Jeremiah 23:22	MDRKM HR< WMR< M<LLJHM00 	from way the evil and from wickedness deed	DRKM 	HR< 	1	1
Jeremiah 23:36	>T&DBRJ >LHJM XJJM JHWH YB>WT >LHJNW00 	<object marker> word god(s) alive YHWH service god(s)	>LHJM 	XJJM 	1	1
Jeremiah 24:2	T>NJM VBWT M>D 	fig good might	T>NJM 	VBWT M>D 	1	1
Jeremiah 24:2	T>NJM R<WT M>D 	fig evil might	T>NJM 	R<WT M>D 	1	1
Jeremiah 24:3	HT>NJM HVBWT 	the fig the good	HT>NJM 	HVBWT 	2	1
Jeremiah 24:5	KT>NJM HVBWT H>LH 	as the fig the good the these	T>NJM 	HVBWT 	2	1
Jeremiah 24:8	KT>NJM HR<WT 	as the fig the evil	T>NJM 	HR<WT 	2	1
