passage	phrase_text	phrase_gloss	head	attributive	#words_mother	#nouns_mother
Ruth 3:10	XSDK H>XRWN 	loyalty the at the back	XSDK 	H>XRWN 	1	1
Song_of_songs 2:15	#W<LJM #W<LJM QVNJM 	fox fox small	#W<LJM 	QVNJM 	1	1
Song_of_songs 4:12	GN N<WL 	garden lock	GN 	N<WL 	1	1
Song_of_songs 4:12	GL N<WL 	wave lock	GL 	N<WL 	1	1
Song_of_songs 4:12	M<JN XTWM00 	well seal	M<JN 	XTWM00 	1	1
Song_of_songs 4:15	B>R MJM XJJM 	well water alive	MJM 	XJJM 	1	1
Song_of_songs 5:5	MWR <BR 	myrrh pass	MWR 	<BR 	1	1
Song_of_songs 5:13	MWR <BR00 	myrrh pass	MWR 	<BR00 	1	1
Song_of_songs 8:7	MJM RBJM 	water much	MJM 	RBJM 	1	1
Ecclesiastes 1:9	KL&XD# 	whole new	KL&	XD# 	1	1
Ecclesiastes 2:6	J<R YWMX <YJM00 	wood sprout tree	J<R 	YWMX <YJM00 	1	1
Ecclesiastes 2:16	HJMJM HB>JM 	the day the come	HJMJM 	HB>JM 	2	1
Ecclesiastes 2:21	R<H RBH00 	evil much	R<H 	RBH00 	1	1
Ecclesiastes 4:3	>T&HM<#H HR< 	<object marker> the deed the evil	HM<#H 	HR< 	2	1
Ecclesiastes 4:9	#KR VWB B<MLM00 	hire good in labour	#KR 	VWB 	1	1
Ecclesiastes 4:12	HXWV HM#L# 	the thread the be three	HXWV 	HM#L# 	2	1
Ecclesiastes 4:13	JLD MSKN WXKM 	boy poor and wise	JLD 	MSKN WXKM 	1	1
Ecclesiastes 4:13	MMLK ZQN WKSJL 	from king old and insolent	MLK 	ZQN WKSJL 	1	1
Ecclesiastes 4:15	<M HJLD H#NJ 	with the boy the second	HJLD 	H#NJ 	2	1
Ecclesiastes 5:2	QWL KSJL 	sound insolent	QWL 	KSJL 	1	1
Ecclesiastes 5:12	R<H XWLH 	evil become weak	R<H 	XWLH 	1	1
Ecclesiastes 5:15	R<H XWLH 	evil become weak	R<H 	XWLH 	1	1
Ecclesiastes 6:2	>J# NKRJ 	man foreign	>J# 	NKRJ 	1	1
Ecclesiastes 6:2	XLJ R< 	sickness evil	XLJ 	R< 	1	1
Ecclesiastes 6:3	#NJM RBWT 	year much	#NJM 	RBWT 	1	1
Ecclesiastes 7:1	M#MN VWB 	from oil good	#MN 	VWB 	1	1
Ecclesiastes 7:10	HJMJM HR>#NJM 	the day the first	HJMJM 	HR>#NJM 	2	1
Ecclesiastes 7:22	GM&P<MJM RBWT 	even foot much	P<MJM 	RBWT 	1	1
Ecclesiastes 7:29	X#BNWT RBJM00 	invention much	X#BNWT 	RBJM00 	1	1
Ecclesiastes 8:3	BDBR R< 	in word evil	DBR 	R< 	1	1
Ecclesiastes 8:5	DBR R< 	word evil	DBR 	R< 	1	1
Ecclesiastes 8:5	LB XKM00 	heart wise	LB 	XKM00 	1	1
Ecclesiastes 9:4	LKLB XJ 	to dog alive	KLB 	XJ 	1	1
Ecclesiastes 9:4	MN&H>RJH HMT00 	from the lion the die	H>RJH 	HMT00 	2	1
Ecclesiastes 9:12	BMYWDH R<H 	in net evil	MYWDH 	R<H 	1	1
Ecclesiastes 9:14	<JR QVNH 	town small	<JR 	QVNH 	1	1
Ecclesiastes 9:14	MLK GDWL 	king great	MLK 	GDWL 	1	1
Ecclesiastes 9:14	MYWDJM GDLJM00 	net great	MYWDJM 	GDLJM00 	1	1
Ecclesiastes 9:15	>J# MSKN XKM 	man poor wise	>J# 	MSKN XKM 	1	1
Ecclesiastes 9:15	>T&H>J# HMSKN HHW>00 	<object marker> the man the poor the he	H>J# 	HMSKN 	2	1
Ecclesiastes 10:2	LB XKM 	heart wise	LB 	XKM 	1	1
Ecclesiastes 10:2	LB KSJL 	heart insolent	LB 	KSJL 	1	1
Ecclesiastes 10:4	XV>JM GDWLJM00 	offence great	XV>JM 	GDWLJM00 	1	1
Ecclesiastes 10:6	BMRWMJM RBJM 	in the high place much	MRWMJM 	RBJM 	2	1
Ecclesiastes 12:11	KM#MRWT NVW<JM 	as nail plant	M#MRWT 	NVW<JM 	1	1
Ecclesiastes 12:14	<L KL&N<LM 	upon whole hide	KL&	N<LM 	1	1
Lamentations 3:10	DB >RB 	bear lie in ambush	DB 	>RB 	1	1
Lamentations 3:39	>DM XJ 	human, mankind alive	>DM 	XJ 	1	1
Lamentations 4:1	HKTM HVWB 	the gold the good	HKTM 	HVWB 	2	1
Lamentations 4:2	BNJ YJWN HJQRJM 	son Zion the rare	BNJ YJWN 	HJQRJM 	2	1
Lamentations 4:10	JDJ N#JM RXMNJWT 	hand woman compassionate	N#JM 	RXMNJWT 	1	1
Esther 1:4	JMJM RBJM #MWNJM WM>T JWM00 	day much eight and hundred day	JMJM 	RBJM 	1	1
Esther 1:10	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
Esther 2:5	>J# JHWDJ 	man Jewish	>J# 	JHWDJ 	1	1
Esther 2:5	>J# JMJNJ00 	man Benjaminite	>J# 	JMJNJ00 	1	1
Esther 2:8	N<RWT RBWT 	girl much	N<RWT 	RBWT 	1	1
Esther 2:9	>T #B< HN<RWT HR>JWT 	<object marker> seven the girl the see	#B< HN<RWT 	HR>JWT 	3	2
Esther 2:14	>L&BJT HN#JM #NJ 	to house the woman second	BJT HN#JM 	#NJ 	3	2
Esther 2:16	BXD# H<#JRJ 	in the month the tenth	XD# 	H<#JRJ 	2	1
Esther 2:18	M#TH GDWL >T M#TH >STR 	drinking great <object marker> drinking Esther	M#TH 	GDWL 	1	1
Esther 3:7	BXD# HR>#WN 	in the month the first	XD# 	HR>#WN 	2	1
Esther 3:12	BXD# HR>#WN 	in the month the first	XD# 	HR>#WN 	2	1
Esther 4:1	Z<QH GDLH WMRH00 	cry great and bitter	Z<QH 	GDLH WMRH00 	1	1
Esther 4:3	>BL GDWL 	mourning rites great	>BL 	GDWL 	1	1
Esther 4:11	>L&HXYR HPNJMJT 	to the court the inner	HXYR 	HPNJMJT 	2	1
Esther 4:14	MMQWM >XR 	from place other	MQWM 	>XR 	1	1
Esther 5:1	BJWM H#LJ#J 	in the day the third	JWM 	H#LJ#J 	2	1
Esther 5:1	BXYR BJT&HMLK HPNJMJT NKX BJT HMLK 	in court house the king the inner straightness house the king	XYR BJT&HMLK 	HPNJMJT 	4	3
Esther 5:14	<Y GBH XM#JM >MH 	tree high five cubit	<Y 	GBH XM#JM >MH 	1	1
Esther 6:4	LXYR BJT&HMLK HXJYWNH 	to court house the king the external	XYR BJT&HMLK 	HXJYWNH 	4	3
Esther 7:2	GM BJWM H#NJ 	even in the day the second	JWM 	H#NJ 	2	1
Esther 7:6	HMN HR< HZH 	Haman the evil the this	HMN 	HR< 	1	0
Esther 8:9	BXD# H#LJ#J 	in the month the third	XD# 	H#LJ#J 	2	1
Esther 8:10	BJD HRYJM RKBJ HRK# H>X#TRNJM BNJ HRMKJM00 	in hand the run ride the span the royal son the mare	RKBJ HRK# 	H>X#TRNJM 	3	1
Esther 8:14	HRYJM RKBJ HRK# H>X#TRNJM 	the run ride the span the royal	RKBJ HRK# 	H>X#TRNJM 	3	1
Esther 8:15	BLBW# MLKWT TKLT WXWR W<VRT ZHB GDWLH WTKRJK BWY W>RGMN 	in clothing kingship purple wool and linen and wreath gold great and robe byssus and purple-wool	<VRT ZHB 	GDWLH 	2	2
Esther 8:17	M#TH WJWM VWB 	drinking and day good	JWM 	VWB 	1	1
Esther 9:19	JWM VWB WM#LWX MNWT >J# LR<HW00 	day good and sending portion man to fellow	JWM 	VWB 	1	1
Esther 9:22	LJWM VWB 	to day good	JWM 	VWB 	1	1
Esther 9:25	MX#BTW HR<H 	plan the evil	MX#BTW 	HR<H 	1	1
Esther 9:29	>T >GRT HPWRJM HZ>T H#NJT00 	<object marker> letter the lot the this the second	>GRT HPWRJM HZ>T 	H#NJT00 	5	2
Daniel 2:6	MTNN WNBZBH WJQR #GJ> 	gift and present and dignity much	JQR 	#GJ> 	1	1
Daniel 2:10	KL&MLK RB W#LJV 	whole king great and mighty	MLK 	RB W#LJV 	1	1
Daniel 2:31	YLM XD #GJ> 	statue one much	YLM XD 	#GJ> 	2	2
Daniel 2:32	DJ&DHB VB 	<relative> gold good	DHB 	VB 	1	1
Daniel 2:35	LVWR RB 	to mountain great	VWR 	RB 	1	1
Daniel 2:39	MLKW >XRJ >R<> MNK 	kingdom another earth from	MLKW 	>XRJ 	1	1
Daniel 2:39	MLKW TLJT>H >XRJ DJ NX#> 	kingdom third another <relative> copper	MLKW 	TLJT>H >XRJ 	1	1
Daniel 2:40	MLKW RBJ<>H 	kingdom fourth	MLKW 	RBJ<>H 	1	1
Daniel 2:44	L<M >XRN 	to people another	<M 	>XRN 	1	1
Daniel 2:45	>LH RB 	god great	>LH 	RB 	1	1
Daniel 2:48	MTNN RBRBN #GJ>N 	gift great much	MTNN 	RBRBN #GJ>N 	1	1
Daniel 3:6	LGW>&>TWN NWR> JQDT>00 	to interior furnace fire burn	NWR> 	JQDT>00 	1	1
Daniel 3:8	GBRJN K#D>JN 	man Chaldaean	GBRJN 	K#D>JN 	1	1
Daniel 3:11	LGW>&>TWN NWR> JQDT>00 	to interior furnace fire burn	NWR> 	JQDT>00 	1	1
Daniel 3:12	GBRJN JHWD>JN 	man Jew	GBRJN 	JHWD>JN 	1	1
Daniel 3:15	LGW>&>TWN NWR> JQDT> 	to interior furnace fire burn	NWR> 	JQDT> 	1	1
Daniel 3:17	MN&>TWN NWR> JQDT> 	from furnace fire burn	NWR> 	JQDT> 	1	1
Daniel 3:20	L>TWN NWR> JQDT>00 	to furnace fire burn	NWR> 	JQDT>00 	1	1
Daniel 3:21	LGW>&>TWN NWR> JQDT>00 	to interior furnace fire burn	NWR> 	JQDT>00 	1	1
Daniel 3:23	LGW>&>TWN&NWR> JQDT> 	to interior furnace fire burn	NWR> 	JQDT> 	1	1
Daniel 3:26	LTR< >TWN NWR> JQDT> 	to door furnace fire burn	NWR> 	JQDT> 	1	1
Daniel 3:26	#DRK MJ#K W<BD&NGW <BDWHJ DJ&>LH> <L>H 	Shadrach Meshach and Abed-Nego servant <relative> god highest	>LH> 	<L>H 	1	1
Daniel 3:29	>LH >XRN 	god another	>LH 	>XRN 	1	1
Daniel 3:32	>LH> <L>H 	god highest	>LH> 	<L>H 	1	1
Daniel 4:5	RWX&>LHJN QDJ#JN 	wind god holy	>LHJN 	QDJ#JN 	1	1
Daniel 4:6	RWX >LHJN QDJ#JN 	wind god holy	>LHJN 	QDJ#JN 	1	1
Daniel 4:15	RWX&>LHJN QDJ#JN 	wind god holy	>LHJN 	QDJ#JN 	1	1
Daniel 4:27	BBL RBT> 	Babylon great	BBL 	RBT> 	1	0
Daniel 4:33	RBW JTJRH 	greatness excessive	RBW 	JTJRH 	1	1
Daniel 5:1	LXM RB 	meal great	LXM 	RB 	1	1
Daniel 5:11	RWX >LHJN QDJ#JN 	wind god holy	>LHJN 	QDJ#JN 	1	1
Daniel 5:12	RWX JTJRH WMND< W#KLTNW 	wind excessive and knowledge and insight	RWX 	JTJRH 	1	1
Daniel 5:14	NHJRW W#KLTNW WXKMH JTJRH 	brilliance and insight and wisdom excessive	XKMH 	JTJRH 	1	1
Daniel 5:18	>LH> <L>H 	god highest	>LH> 	<L>H 	1	1
Daniel 5:21	>LH> <L>H 	god highest	>LH> 	<L>H 	1	1
Daniel 6:4	RWX JTJR> 	wind excessive	RWX 	JTJR> 	1	1
Daniel 6:21	BQL <YJB 	in voice sad	QL 	<YJB 	1	1
Daniel 6:21	DNJ>L <BD >LH> XJ> 	Daniel servant god living	>LH> 	XJ> 	1	1
Daniel 6:27	>LH> XJ> 	god living	>LH> 	XJ> 	1	1
Daniel 7:2	LJM> RB>00 	to sea great	JM> 	RB>00 	1	1
Daniel 7:3	>RB< XJWN RBRBN 	four animal great	XJWN 	RBRBN 	1	1
Daniel 7:5	XJWH >XRJ TNJNH 	animal another second	XJWH 	>XRJ 	1	1
Daniel 7:5	B#R #GJ>00 	flesh much	B#R 	#GJ>00 	1	1
Daniel 7:7	XJWH RBJ<>H 	animal fourth	XJWH 	RBJ<>H 	1	1
Daniel 7:8	QRN >XRJ Z<JRH 	horn another small	QRN 	>XRJ 	1	1
Daniel 7:8	QRN >XRJ Z<JRH 	horn another small	QRN >XRJ 	Z<JRH 	2	1
Daniel 7:8	TLT MN&QRNJ> QDMJT> 	three from horn first	QRNJ> 	QDMJT> 	1	1
Daniel 7:9	KTLG XWR 	like snow white	TLG 	XWR 	1	1
Daniel 7:9	K<MR NQ> 	like wool pure	<MR 	NQ> 	1	1
Daniel 7:9	NWR DLQ00 	fire burn	NWR 	DLQ00 	1	1
Daniel 7:11	MN&QL MLJ> RBRBT> 	from voice word great	MLJ> 	RBRBT> 	1	1
Daniel 7:17	>LJN XJWT> RBRBT> 	these animal great	XJWT> 	RBRBT> 	1	1
Daniel 7:19	<L&XJWT> RBJ<JT> 	upon animal fourth	XJWT> 	RBJ<JT> 	1	1
Daniel 7:23	XJWT> RBJ<JT> 	animal fourth	XJWT> 	RBJ<JT> 	1	1
Daniel 7:23	MLKW RBJ<>H 	kingdom fourth	MLKW 	RBJ<>H 	1	1
Daniel 8:8	HQRN HGDWLH 	the horn the great	HQRN 	HGDWLH 	2	1
Daniel 8:13	>XD&QDW# 	one holy	>XD&	QDW# 	1	1
Daniel 8:13	>XD QDW# 	one holy	>XD 	QDW# 	1	1
Daniel 8:21	HYPJR H#<JR 	the he-goat the hairy	HYPJR 	H#<JR 	2	1
Daniel 8:21	HQRN HGDWLH 	the horn the great	HQRN 	HGDWLH 	2	1
Daniel 8:21	HMLK HR>#WN00 	the king the first	HMLK 	HR>#WN00 	2	1
Daniel 8:23	MLK <Z&PNJM 	king strong face	MLK 	<Z&PNJM 	1	1
Daniel 8:26	LJMJM RBJM00 	to day much	JMJM 	RBJM00 	1	1
Daniel 9:4	>DNJ H>L HGDWL WHNWR> 	Lord the god the great and the fear	H>L 	HGDWL WHNWR> 	2	1
Daniel 9:12	R<H GDLH 	evil great	R<H 	GDLH 	1	1
Daniel 9:15	BJD XZQH 	in hand strong	JD 	XZQH 	1	1
Daniel 9:17	<L&MQD#K H#MM 	upon sanctuary the desolate	MQD#K 	H#MM 	1	1
Daniel 9:18	<L&RXMJK HRBJM00 	upon compassion the much	RXMJK 	HRBJM00 	1	1
Daniel 10:1	YB> GDWL 	service great	YB> 	GDWL 	1	1
Daniel 10:4	BJWM <#RJM W>RB<H LXD# HR>#WN 	in day twenty and four to the month the first	XD# 	HR>#WN 	2	1
Daniel 10:4	<L JD HNHR HGDWL 	upon hand the stream the great	HNHR 	HGDWL 	2	1
Daniel 10:6	K<JN NX#T QLL 	as eye bronze burnished	NX#T 	QLL 	1	1
Daniel 10:7	XRDH GDLH 	trembling great	XRDH 	GDLH 	1	1
Daniel 10:8	>T&HMR>H HGDLH HZ>T 	<object marker> the vision the great the this	HMR>H 	HGDLH 	2	1
Daniel 10:12	MN&HJWM HR>#WN 	from the day the first	HJWM 	HR>#WN 	2	1
Daniel 10:13	MJK>L >XD H#RJM HR>#NJM 	Michael one the chief the first	H#RJM 	HR>#NJM 	2	1
Daniel 11:2	<#R&GDWL MKL 	riches great from whole	<#R&	GDWL 	1	1
Daniel 11:3	MM#L RB 	dominion much	MM#L 	RB 	1	1
Daniel 11:5	MM#L RB 	dominion much	MM#L 	RB 	1	1
Daniel 11:10	HMWN XJLJM RBJM 	commotion power much	XJLJM 	RBJM 	1	1
Daniel 11:11	HMWN RB 	commotion much	HMWN 	RB 	1	1
Daniel 11:13	BXJL GDWL WBRKW# RB00 	in power great and in property much	XJL 	GDWL 	1	1
Daniel 11:13	BXJL GDWL WBRKW# RB00 	in power great and in property much	RKW# 	RB00 	1	1
Daniel 11:25	BXJL GDWL 	in power great	XJL 	GDWL 	1	1
Daniel 11:25	BXJL&GDWL W<YWM 	in power great and mighty	XJL&	GDWL W<YWM 	1	1
Daniel 11:26	XLLJM RBJM00 	pierced much	XLLJM 	RBJM00 	1	0
Daniel 11:28	BRKW# GDWL 	in property great	RKW# 	GDWL 	1	1
Daniel 11:38	BZHB WBKSP WB>BN JQRH WBXMDWT00 	in gold and in silver and in stone rare and in desirables	>BN 	JQRH 	1	1
Daniel 11:40	BRKB WBPR#JM WB>NJWT RBWT 	in chariot and in horseman and in ship much	>NJWT 	RBWT 	1	1
Daniel 11:44	BXM> GDLH 	in heat great	XM> 	GDLH 	1	1
Daniel 12:1	MJK>L H#R HGDWL 	Michael the chief the great	H#R 	HGDWL 	2	1
Daniel 12:5	#NJM >XRJM 	two other	#NJM 	>XRJM 	1	1
Daniel 12:6	L>J# LBW# HBDJM 	to the man clad the linen, part, stave	>J# 	LBW# HBDJM 	2	1
Daniel 12:7	>T&H>J# LBW# HBDJM 	<object marker> the man clad the linen, part, stave	H>J# 	LBW# HBDJM 	2	1
Daniel 12:11	#QWY #MM 	idol be desolate	#QWY 	#MM 	1	1
Ezra 1:10	KLJM >XRJM >LP00 	tool other thousand	KLJM 	>XRJM 	1	1
Ezra 2:31	BNJ <JLM >XR 	son Elam other	<JLM 	>XR 	1	0
Ezra 3:1	HXD# H#BJ<J 	the month the seventh	HXD# 	H#BJ<J 	2	1
Ezra 3:5	LXD#JM WLKL&MW<DJ JHWH HMQD#JM 	to the month and to whole appointment YHWH the be holy	MW<DJ JHWH 	HMQD#JM 	2	1
Ezra 3:6	MJWM >XD LXD# H#BJ<J 	from day one to the month the seventh	XD# 	H#BJ<J 	2	1
Ezra 3:8	B#NH H#NJT 	in the year the second	#NH 	H#NJT 	2	1
Ezra 3:8	BXD# H#NJ 	in the month the second	XD# 	H#NJ 	2	1
Ezra 3:11	TRW<H GDWLH 	shouting great	TRW<H 	GDWLH 	1	1
Ezra 3:12	>T&HBJT HR>#WN BJSDW 	<object marker> the house the first in found	HBJT 	HR>#WN 	2	1
Ezra 3:12	BQWL GDWL 	in sound great	QWL 	GDWL 	1	1
Ezra 3:13	TRW<H GDWLH 	shouting great	TRW<H 	GDWLH 	1	1
Ezra 4:10	>SNPR RB> WJQJR> 	Assurbanipal great and difficult	>SNPR 	RB> WJQJR> 	1	0
Ezra 4:12	QRJT> MRDT> WBJ#T> 	city rebellious and bad	QRJT> 	MRDT> WBJ#T> 	1	1
Ezra 4:15	QRJ> MRD> 	city rebellious	QRJ> 	MRD> 	1	1
Ezra 4:20	MLKJN TQJPJN 	king strong	MLKJN 	TQJPJN 	1	1
Ezra 5:8	LJHWD MDJNT> LBJT >LH> RB> 	to Judaea province to house god great	>LH> 	RB> 	1	1
Ezra 5:11	MQDMT DNH #NJN #GJ>N 	from former time this year much	#NJN 	#GJ>N 	1	1
Ezra 5:11	MLK LJ#R>L RB 	king to Israel great	MLK LJ#R>L 	RB 	3	1
Ezra 6:4	DJ&>< XDT 	<relative> wood new	>< 	XDT 	1	1
Ezra 6:19	B>RB<H <#R LXD# HR>#WN00 	in four -teen to the month the first	XD# 	HR>#WN00 	2	1
Ezra 7:6	SPR MHJR BTWRT M#H 	scribe quick in instruction Moses	SPR 	MHJR 	1	1
Ezra 7:8	BXD# HXMJ#J 	in the month the fifth	XD# 	HXMJ#J 	2	1
Ezra 7:9	B>XD LXD# HR>#WN 	in one to the month the first	XD# 	HR>#WN 	2	1
Ezra 7:9	B>XD LXD# HXMJ#J 	in one to the month the fifth	XD# 	HXMJ#J 	2	1
Ezra 7:9	KJD&>LHJW HVWBH <LJW00 	as hand god(s) the good upon	JD&>LHJW 	HVWBH 	2	2
Ezra 8:21	DRK J#RH 	way right	DRK 	J#RH 	1	1
Ezra 8:27	KPRJ ZHB <#RJM L>DRKNJM >LP WKLJ NX#T MYHB VWBH #NJM XMWDT KZHB00 	bowl gold twenty to <currency unit> thousand and tool bronze gleam good two desirables as the gold	NX#T 	MYHB VWBH 	1	1
Ezra 8:31	B#NJM <#R LXD# HR>#WN 	in two -teen to the month the first	XD# 	HR>#WN 	2	1
Ezra 8:33	BJWM HRBJ<J 	in the day the fourth	JWM 	HRBJ<J 	2	1
Ezra 9:7	B>#MH GDLH 	in guiltiness great	>#MH 	GDLH 	1	1
Ezra 9:13	BM<#JNW HR<JM WB>#MTNW HGDLH 	in deed the evil and in guiltiness the great	M<#JNW 	HR<JM 	1	1
Ezra 9:13	BM<#JNW HR<JM WB>#MTNW HGDLH 	in deed the evil and in guiltiness the great	>#MTNW 	HGDLH 	1	1
Ezra 10:1	QHL RB&M>D >N#JM WN#JM WJLDJM 	assembly much might man and woman and boy	QHL 	RB&M>D 	1	1
Ezra 10:2	N#JM NKRJWT M<MJ H>RY 	woman foreign from people the earth	N#JM 	NKRJWT 	1	1
Ezra 10:10	N#JM NKRJWT 	woman foreign	N#JM 	NKRJWT 	1	1
Ezra 10:11	M<MJ H>RY WMN&HN#JM HNKRJWT00 	from people the earth and from the woman the foreign	HN#JM 	HNKRJWT00 	2	1
Ezra 10:12	QWL GDWL 	sound great	QWL 	GDWL 	1	1
Ezra 10:14	N#JM NKRJWT 	woman foreign	N#JM 	NKRJWT 	1	1
Ezra 10:14	L<TJM MZMNJM 	to time appoint	<TJM 	MZMNJM 	1	1
Ezra 10:16	BJWM >XD LXD# H<#JRJ 	in day one to the month the tenth	XD# 	H<#JRJ 	2	1
Ezra 10:17	N#JM NKRJWT 	woman foreign	N#JM 	NKRJWT 	1	1
Ezra 10:17	<D JWM >XD LXD# HR>#WN00 	unto day one to the month the first	XD# 	HR>#WN00 	2	1
Ezra 10:18	N#JM NKRJWT 	woman foreign	N#JM 	NKRJWT 	1	1
Ezra 10:44	N#JM NKRJWT 	woman foreign	N#JM 	NKRJWT 	1	1
Nehemiah 1:3	BR<H GDLH WBXRPH 	in evil great and in reproach	R<H 	GDLH 	1	1
Nehemiah 1:5	JHWH >LHJ H#MJM H>L HGDWL WHNWR> 	YHWH god(s) the heavens the god the great and the fear	H>L 	HGDWL WHNWR> 	2	1
Nehemiah 1:10	BKXK HGDWL WBJDK HXZQH00 	in strength the great and in hand the strong	KXK 	HGDWL 	1	1
Nehemiah 1:10	BKXK HGDWL WBJDK HXZQH00 	in strength the great and in hand the strong	JDK 	HXZQH00 	1	1
Nehemiah 2:10	SNBLV HXRNJ WVWBJH H<BD H<MNJ 	Sanballat the Horonite and Tobijah the servant the Ammonite	H<BD 	H<MNJ 	2	1
Nehemiah 2:10	R<H GDLH 	evil great	R<H 	GDLH 	1	1
Nehemiah 2:19	SNBLV HXRNJ WVBJH H<BD H<MWNJ WG#M H<RBJ 	Sanballat the Horonite and Tobijah the servant the Ammonite and Geshem the Arab	H<BD 	H<MWNJ 	2	1
Nehemiah 3:1	>LJ#JB HKHN HGDWL W>XJW HKHNJM 	Eliashib the priest the great and brother the priest	HKHN 	HGDWL 	2	1
Nehemiah 3:8	<D HXWMH HRXBH00 	unto the wall the wide	HXWMH 	HRXBH00 	2	1
Nehemiah 3:11	MDH #NJT 	measured stretch second	MDH 	#NJT 	1	1
Nehemiah 3:19	MDH #NJT 	measured stretch second	MDH 	#NJT 	1	1
Nehemiah 3:20	MDH #NJT 	measured stretch second	MDH 	#NJT 	1	1
Nehemiah 3:20	<D&PTX BJT >LJ#JB HKHN HGDWL00 	unto opening house Eliashib the priest the great	HKHN 	HGDWL00 	2	1
Nehemiah 3:21	MDH #NJT 	measured stretch second	MDH 	#NJT 	1	1
Nehemiah 3:24	MDH #NJT 	measured stretch second	MDH 	#NJT 	1	1
Nehemiah 3:27	MDH #NJT 	measured stretch second	MDH 	#NJT 	1	1
Nehemiah 3:27	MNGD HMGDL HGDWL W<D XWMT H<PL00 	from counterpart the tower the great and unto wall the Ophel	HMGDL 	HGDWL 	2	1
Nehemiah 3:30	XNNJH BN&#LMJH WXNWN BN&YLP H##J 	Hananiah son Shelemiah and Hanun son Zalaph the sixth	BN&YLP 	H##J 	2	1
Nehemiah 3:30	MDH #NJ S 	measured stretch second	MDH 	#NJ S 	1	1
Nehemiah 3:34	HJHWDJM H>MLLJM 	the Jewish the decaying	HJHWDJM 	H>MLLJM 	2	0
Nehemiah 4:8	>T&>DNJ HGDWL WHNWR> 	<object marker> Lord the great and the fear	>DNJ 	HGDWL WHNWR> 	1	0
Nehemiah 5:7	QHLH GDWLH00 	assembly great	QHLH 	GDWLH00 	1	1
Nehemiah 5:8	>T&>XJNW HJHWDJM 	<object marker> brother the Jewish	>XJNW 	HJHWDJM 	1	1
Nehemiah 5:15	HPXWT HR>#NJM 	the governor the first	HPXWT 	HR>#NJM 	2	1
Nehemiah 5:18	#WR >XD Y>N ##&BRRWT 	bullock one cattle six purge	Y>N ##&	BRRWT 	2	2
Nehemiah 6:3	ML>KH GDWLH 	work great	ML>KH 	GDWLH 	1	1
Nehemiah 6:5	P<M XMJ#JT 	foot fifth	P<M 	XMJ#JT 	1	1
Nehemiah 6:13	L#M R< 	to name evil	#M 	R< 	1	1
Nehemiah 7:33	>N#J NBW >XR 	man <mountain> other	NBW 	>XR 	1	0
Nehemiah 7:34	BNJ <JLM >XR 	son Elam other	<JLM 	>XR 	1	0
Nehemiah 7:72	HXD# H#BJ<J 	the month the seventh	HXD# 	H#BJ<J 	2	1
Nehemiah 8:2	BJWM >XD LXD# H#BJ<J00 	in day one to the month the seventh	XD# 	H#BJ<J00 	2	1
Nehemiah 8:6	>T&JHWH H>LHJM HGDWL 	<object marker> YHWH the god(s) the great	H>LHJM 	HGDWL 	2	1
Nehemiah 8:12	#MXH GDWLH 	joy great	#MXH 	GDWLH 	1	1
Nehemiah 8:13	BJWM H#NJ 	in the day the second	JWM 	H#NJ 	2	1
Nehemiah 8:14	BXG BXD# H#BJ<J00 	in the festival in the month the seventh	XD# 	H#BJ<J00 	2	1
Nehemiah 8:17	#MXH GDWLH M>D00 	joy great might	#MXH 	GDWLH M>D00 	1	1
Nehemiah 8:18	MN&HJWM HR>#WN <D HJWM H>XRWN 	from the day the first unto the day the at the back	HJWM 	HR>#WN 	2	1
Nehemiah 8:18	MN&HJWM HR>#WN <D HJWM H>XRWN 	from the day the first unto the day the at the back	HJWM 	H>XRWN 	2	1
Nehemiah 8:18	BJWM H#MJNJ 	in the day the eighth	JWM 	H#MJNJ 	2	1
Nehemiah 9:4	BQWL GDWL 	in sound great	QWL 	GDWL 	1	1
Nehemiah 9:11	BMJM <ZJM00 	in water strong	MJM 	<ZJM00 	1	1
Nehemiah 9:13	M#PVJM J#RJM WTWRWT >MT XQJM WMYWT VWBJM00 	justice right and instruction trustworthiness portion and commandment good	M#PVJM 	J#RJM 	1	1
Nehemiah 9:13	M#PVJM J#RJM WTWRWT >MT XQJM WMYWT VWBJM00 	justice right and instruction trustworthiness portion and commandment good	XQJM WMYWT 	VWBJM00 	3	2
Nehemiah 9:18	N>YWT GDLWT00 	contumely great	N>YWT 	GDLWT00 	1	1
Nehemiah 9:19	BRXMJK HRBJM 	in compassion the much	RXMJK 	HRBJM 	1	1
Nehemiah 9:20	RWXK HVWBH 	wind the good	RWXK 	HVWBH 	1	1
Nehemiah 9:25	<RJM BYRWT W>DMH #MNH 	town fortified and soil fat	<RJM 	BYRWT 	1	1
Nehemiah 9:25	<RJM BYRWT W>DMH #MNH 	town fortified and soil fat	>DMH 	#MNH 	1	1
Nehemiah 9:25	BTJM BRWT XYWBJM KRMJM WZJTJM W<Y M>KL 	house cistern hew vineyard and olive and tree food	BRWT 	XYWBJM 	1	1
Nehemiah 9:25	BVWBK HGDWL00 	in best the great	VWBK 	HGDWL00 	1	1
Nehemiah 9:26	N>YWT GDWLT00 	contumely great	N>YWT 	GDWLT00 	1	1
Nehemiah 9:27	KRXMJK HRBJM 	as compassion the much	RXMJK 	HRBJM 	1	1
