clnode,chapter,verse,subj_n,subj,obj_n,obj,obj_n2,obj2,cmpl_n,cmpl,cmpl_n2,cmpl2
492992,78,32,_,_,_,_,_,_,798239,B_NPL>WTJW,_,_
492993,78,33,_,_,798243,JMJHM,_,_,_,_,_,_
492994,78,33,_,_,798245,CNWTM,_,_,_,_,_,_
492998,78,34,_,_,798255,>L,_,_,_,_,_,_
493000,78,35,798259,>LHJM,_,_,_,_,_,_,_,_
493001,78,35,798262,>L_<LJWN,_,_,_,_,_,_,_,_
493003,78,36,_,_,_,_,_,_,798270,LW,_,_
493004,78,37,798272,LBM,_,_,_,_,798275,<MW,_,_
493005,78,37,_,_,_,_,_,_,798279,B_BRJTW,_,_
493006,78,38,798281,HW>,_,_,_,_,_,_,_,_
493007,78,38,_,_,798284,<WN,_,_,_,_,_,_
493010,78,38,_,_,798291,>PW,_,_,_,_,_,_
493011,78,38,_,_,798295,KL_XMTW,_,_,_,_,_,_
493013,78,39,798300,HMH,_,_,_,_,_,_,_,_
493020,78,41,_,_,798315,>L,_,_,_,_,_,_
493021,78,41,_,_,798317,QDWC_JFR>L,_,_,_,_,_,_
493022,78,42,_,_,798321,>T_JDW,_,_,_,_,_,_
493023,78,42,_,_,798322,JWM,_,_,_,_,_,_
493024,78,42,_,_,_,_,_,_,798325,MNJ_YR,_,_
493025,78,43,_,_,798329,>TWTJW,_,_,_,_,_,_
493026,78,43,_,_,798331,MWPTJW,_,_,_,_,_,_
493027,78,44,_,_,798336,J>RJHM_W_NZLJHM,_,_,798335,L_DM,_,_
493029,78,45,_,_,798341,<RB,_,_,798340,BHM,_,_
493031,78,45,_,_,798345,YPRD<,_,_,_,_,_,_
493033,78,46,_,_,798351,JBWLM,_,_,798350,L__XSJL,_,_
493034,78,46,_,_,798353,JGJ<M,_,_,798354,L__>RBH,_,_
493035,78,47,_,_,798357,GPNM,_,_,_,_,_,_
493036,78,47,_,_,798359,CQMWTM,_,_,_,_,_,_
493037,78,48,_,_,798364,B<JRM,_,_,798363,L__BRD,_,_
493038,78,48,_,_,798366,MQNJHM,_,_,798367,L__RCPJM,_,_
493039,78,49,_,_,798370,XRWN_>PW_<BRH_W_Z<M_W_YRH_MCLXT_ML>KJ_R<JM,_,_,798369,BM,_,_
493040,78,50,_,_,798372,NTJB,_,_,_,_,_,_
493041,78,50,_,_,798377,NPCM,_,_,798376,M_MWT,_,_
493042,78,50,_,_,798379,XJTM,_,_,798380,L__DBR,_,_
493043,78,51,_,_,798384,KL_BKWR,_,_,_,_,_,_
493044,78,51,_,_,798386,R>CJT_>WNJM,_,_,_,_,_,_
493045,78,52,_,_,798391,<MW,_,_,_,_,_,_
493047,78,53,_,_,_,_,_,_,798398,L_BVX,_,_
493049,78,53,798405,H_JM,798403,>T_>WJBJHM,_,_,_,_,_,_
493050,78,54,_,_,_,_,_,_,798408,>L_GBWL_QDCW_HR_ZH,_,_
493051,78,54,798410,JMJNW,_,_,_,_,_,_,_,_
493052,78,55,_,_,798414,GWJM,_,_,798413,M_PNJHM,_,_
493053,78,55,_,_,_,_,_,_,798417,B_XBL_NXLH,_,_
493054,78,55,_,_,798421,CBVJ_JFR>L,_,_,798420,B_>HLJHM,_,_
493056,78,56,_,_,798426,>T_>LHJM_<LJWN,_,_,_,_,_,_
493057,78,56,_,_,798428,<DWTJW,_,_,_,_,_,_
493063,78,59,798445,>LHJM,_,_,_,_,_,_,_,_
493065,78,59,_,_,_,_,_,_,798451,B_JFR>L,_,_
493066,78,60,_,_,798454,MCKN_CLW_>HL,_,_,_,_,_,_
493067,78,60,_,_,_,_,_,_,798456,B__>DM,_,_
493068,78,61,_,_,798460,<ZW,_,_,798459,L__CBJ,_,_
493069,78,61,_,_,798462,TP>RTW,_,_,798463,B_JD_YR,_,_
493070,78,62,_,_,798467,<MW,_,_,798466,L__XRB,_,_
493071,78,62,_,_,_,_,_,_,798469,B_NXLTW,_,_
493072,78,63,798473,>C,798471,BXWRJW,_,_,_,_,_,_
493073,78,63,798475,BTWLTJW,_,_,_,_,_,_,_,_
493074,78,64,798478,KHNJW,_,_,_,_,_,_,_,_
493075,78,64,798482,>LMNTJW,_,_,_,_,_,_,_,_
493076,78,65,798488,>DNJ,_,_,_,_,_,_,_,_
493079,78,66,_,_,798494,YRJW,_,_,_,_,_,_
493080,78,66,_,_,798496,XRPT_<WLM,_,_,798498,LMW,_,_
493081,78,67,_,_,_,_,_,_,798501,B_>HL_JWSP,_,_
493082,78,67,_,_,_,_,_,_,798503,B_CBV_>PRJM,_,_
493083,78,68,_,_,798508,>T_CBV_JHWDH_>T_HR_YJWN,_,_,_,_,_,_
493085,78,69,_,_,798514,MQDCW,_,_,_,_,_,_
493088,78,70,_,_,_,_,_,_,798520,B_DWD_<BDW,_,_
493089,78,70,_,_,_,_,_,_,798523,M_MKL>T_Y>N,_,_
493090,78,71,_,_,_,_,_,_,798524,M_>XR_<LWT,_,_
493091,78,71,_,_,_,_,_,_,798527,B_J<QB_<MW_W_B_JFR>L_NXLTW,_,_
493093,78,72,_,_,_,_,_,_,798532,B_TBWNWT_KPJW,_,_
493096,79,1,798537,GWJM,_,_,_,_,798538,B_NXLTK,_,_
493097,79,1,_,_,798540,>T_HJKL_QDCK,_,_,_,_,_,_
493098,79,1,_,_,798542,>T_JRWCLM,_,_,798543,L_<JJM,_,_
493099,79,2,_,_,798545,>T_NBLT_<BDJK,798546,M>KL,798547,L_<WP_H_CMJM,_,_
493100,79,2,_,_,798548,BFR_XSJDJK,_,_,798549,L_XJTW_>RY,_,_
493101,79,3,_,_,798551,DMM,_,_,_,_,_,_
493103,79,4,_,_,_,_,_,_,798559,L_CKNJNW,_,_
493104,79,4,_,_,_,_,_,_,798561,L_SBJBWTJNW,_,_
493108,79,5,798568,QN>TK,_,_,_,_,_,_,_,_
493109,79,6,_,_,798570,XMTK,_,_,798571,>L_H_GWJM,_,_
493111,79,6,_,_,_,_,_,_,798576,<L_MMLKWT,_,_
493112,79,6,_,_,_,_,_,_,798578,B_CMK,_,_
493113,79,7,_,_,798583,>T_J<QB,_,_,_,_,_,_
493114,79,7,_,_,798585,>T_NWHW,_,_,_,_,_,_
493115,79,8,_,_,798590,<WNT_R>CNJM,_,_,798589,LNW,_,_
493117,79,8,798593,RXMJK,_,_,_,_,_,_,_,_
493122,79,9,_,_,_,_,_,_,798604,<L_XV>TJNW,_,_
493123,79,10,798608,H_GWJM,_,_,_,_,_,_,_,_
493124,79,10,798610,>LHJHM,_,_,_,_,_,_,_,_
493125,79,10,798614,NQMT_DM_<BDJK,_,_,_,_,_,_,_,_
493127,79,11,798619,>NQT_>SJR,_,_,_,_,798618,L_PNJK,_,_
493128,79,11,_,_,798622,BNJ_TMWTH,_,_,_,_,_,_
493129,79,12,_,_,798628,XRPTM,_,_,798625,L_CKNJNW,798627,>L_XJQM
493132,79,13,798633,>NXNW_<MK_W_Y>N_MR<JTK,_,_,_,_,798635,LK,_,_
493133,79,13,_,_,798639,THLTK,_,_,_,_,_,_
493140,80,2,_,_,798648,JWSP,_,_,_,_,_,_
493141,80,2,_,_,798650,H_KRWBJM,_,_,_,_,_,_
493143,80,3,_,_,798654,>T_GBWRTK,_,_,798652,L_PNJ_>PRJM_W_BNJMN_W_MNCH,_,_
493144,80,3,_,_,_,_,_,_,798657,L_JC<TH_LNW,_,_
493147,80,4,_,_,798662,PNJK,_,_,_,_,_,_
493150,80,5,_,_,_,_,_,_,798668,B_TPLT_<MK,_,_
493151,80,6,_,_,798670,LXM_DM<H,_,_,_,_,_,_
493152,80,6,_,_,_,_,_,_,798673,B_DM<WT_CLJC,_,_
493153,80,7,_,_,798675,MDWN,_,_,798676,L_CKNJNW,_,_
493154,80,7,798678,>JBJNW,_,_,_,_,798680,LMW,_,_
493157,80,8,_,_,798685,PNJK,_,_,_,_,_,_
493159,80,9,_,_,798688,GPN,_,_,798689,M_MYRJM,_,_
493160,80,9,_,_,798692,GWJM,_,_,_,_,_,_
493162,80,10,_,_,_,_,_,_,798696,L_PNJH,_,_
493163,80,10,_,_,798699,CRCJH,_,_,_,_,_,_
493164,80,10,_,_,798702,>RY,_,_,_,_,_,_
493165,80,11,798704,HRJM,798705,YLH,_,_,_,_,_,_
493166,80,11,798707,<NPJH,_,_,_,_,_,_,_,_
493167,80,12,_,_,798710,QYJRH,_,_,798711,<D_JM,_,_
493168,80,12,_,_,798714,JWNQWTJH,_,_,798713,>L_NHR,_,_
493169,80,13,_,_,798717,GDRJH,_,_,_,_,_,_
493170,80,13,798720,KL_<BRJ_DRK,_,_,_,_,_,_,_,_
493171,80,14,798722,XZJR_M_J<R,_,_,_,_,_,_,_,_
493172,80,14,798724,ZJZ_FDJ,_,_,_,_,_,_,_,_
493175,80,15,_,_,_,_,_,_,798730,M_CMJM,_,_
493177,80,15,_,_,798735,GPN_Z>T,_,_,_,_,_,_
493178,80,16,_,_,798737,KNH,_,_,_,_,_,_
493179,80,16,798740,JMJNK,_,_,_,_,_,_,_,_
493180,80,16,_,_,_,_,_,_,798742,<L_BN,_,_
493181,80,16,_,_,_,_,_,_,798744,LK,_,_
493182,80,17,_,_,_,_,_,_,798746,B__>C,_,_
493185,80,18,798751,JDK,_,_,_,_,_,_,_,_
493187,80,18,_,_,_,_,_,_,798755,LK,_,_
493188,80,19,_,_,_,_,_,_,798759,MMK,_,_
493190,80,19,_,_,_,_,_,_,798762,B_CMK,_,_
493193,80,20,_,_,798767,PNJK,_,_,_,_,_,_
493198,81,2,_,_,_,_,_,_,798774,L_>LHJM_<WZNW,_,_
493199,81,2,_,_,_,_,_,_,798776,L_>LHJ_J<QB,_,_
493200,81,3,_,_,798778,ZMRH,_,_,_,_,_,_
493201,81,3,_,_,798781,TP,_,_,_,_,_,_
493202,81,3,_,_,798782,KNWR_N<JM_<M_NBL,_,_,_,_,_,_
493203,81,4,_,_,798785,CWPR,_,_,_,_,_,_
493205,81,5,798789,HW>,_,_,_,_,_,_,_,_
493207,81,6,_,_,798791,<DWT_B_JHWSP,_,_,_,_,_,_
493208,81,6,_,_,_,_,_,_,798794,<L_>RY_MYRJM,_,_
493209,81,6,_,_,798795,FPT,_,_,_,_,_,_
493211,81,7,_,_,798801,CKMW,_,_,798800,M_SBL,_,_
493212,81,7,798802,KPJW,_,_,_,_,798803,M_DWD,_,_
493216,81,8,_,_,_,_,_,_,798812,<L_MJ_MRJBH,_,_
493220,81,9,_,_,_,_,_,_,798818,BK,_,_
493222,81,9,_,_,_,_,_,_,798822,LJ,_,_
493223,81,10,798826,>L_ZR,_,_,_,_,_,_,_,_
493224,81,10,_,_,_,_,_,_,798830,L_>L_NKR,_,_
493225,81,11,798831,>NKJ,_,_,_,_,_,_,_,_
493226,81,11,_,_,_,_,_,_,798835,M_>RY_MYRJM,_,_
493227,81,11,_,_,798837,PJK,_,_,_,_,_,_
493229,81,12,798843,<MJ,_,_,_,_,798844,L_QWLJ,_,_
493230,81,12,798846,JFR>L,_,_,_,_,798849,LJ,_,_
493231,81,13,_,_,_,_,_,_,798852,B_CRJRWT_LBM,_,_
493232,81,13,_,_,_,_,_,_,798854,B_MW<YWTJHM,_,_
493233,81,14,798856,<MJ,_,_,_,_,798858,LJ,_,_
493234,81,14,798859,JFR>L,_,_,_,_,798860,B_DRKJ,_,_
493235,81,15,_,_,798863,>WJBJHM,_,_,_,_,_,_
493236,81,15,_,_,798868,JDJ,_,_,798866,<L_YRJHM,_,_
493237,81,16,798869,MFN>J_JHWH,_,_,_,_,798871,LW,_,_
493238,81,16,798874,<TM,_,_,_,_,_,_,_,_
493239,81,17,_,_,_,_,_,_,798878,M_XLB_XVH,_,_
493240,81,17,_,_,798881,DBC,_,_,_,_,_,_
493242,82,1,798884,>LHJM,_,_,_,_,798886,B_<DT_>L,_,_
493243,82,1,_,_,_,_,_,_,798887,B_QRB_>LHJM,_,_
493244,82,2,_,_,798891,<WL,_,_,_,_,_,_
493245,82,2,_,_,798893,PNJ_RC<JM,_,_,_,_,_,_
493247,82,3,_,_,798897,DL_W_JTWM,_,_,_,_,_,_
493248,82,3,_,_,798898,<NJ_W_RC,_,_,_,_,_,_
493249,82,4,_,_,798901,DL_W_>BJWN,_,_,_,_,_,_
493250,82,4,_,_,_,_,_,_,798902,M_JD_RC<JM,_,_
493253,82,5,_,_,_,_,_,_,798909,B_XCKH,_,_
493254,82,5,798912,KL_MWSDJ_>RY,_,_,_,_,_,_,_,_
493255,82,6,798913,>NJ,_,_,_,_,_,_,_,_
493256,82,6,798916,>TM,_,_,_,_,_,_,_,_
493257,82,6,798919,KLKM,_,_,_,_,_,_,_,_
493262,82,8,_,_,798929,H_>RY,_,_,_,_,_,_
493263,82,8,798931,>TH,_,_,_,_,798933,B_KL_H_GWJM,_,_
493267,83,2,798938,DMJ,_,_,_,_,_,_,_,_
493271,83,3,798948,>WJBJK,_,_,_,_,_,_,_,_
493272,83,3,798951,MFN>JK,798953,R>C,_,_,_,_,_,_
493273,83,4,_,_,798956,SWD,_,_,798954,<L_<MK,_,_
493274,83,4,_,_,_,_,_,_,798959,<L_YPWNJK,_,_
493278,83,5,798968,CM_JFR>L,_,_,_,_,_,_,_,_
493279,83,6,_,_,798972,LB,_,_,_,_,_,_
493280,83,6,_,_,798975,BRJT,_,_,798974,<LJK,_,_
493281,83,7,798977,>HLJ_>DWM_W_JCM<>LJM_MW>B_W_HGRJM,_,_,_,_,_,_,_,_
493282,83,8,798978,GBL_W_<MWN_W_<MLQ_PLCT_<M_JCBJ_YWR,_,_,_,_,_,_,_,_
493283,83,9,798979,GM_>CWR,_,_,_,_,798981,<MM,_,_
493284,83,9,_,_,_,_,_,_,798984,L_BNJ_LWV,_,_
493286,83,10,_,_,_,_,_,_,798987,LHM,798988,K_MDJN_K_SJSR>_K_JBJN_B_NXL_QJCWN
493288,83,11,_,_,_,_,_,_,798993,L__>DMH,_,_
493289,83,12,_,_,_,_,_,_,798995,K_<RB_W_K_Z>B,_,_
493290,83,12,_,_,798998,KL_NSJKMW,_,_,798997,K_ZBX_W_K_YLMN<,_,_
493292,83,13,_,_,799003,>T_N>WT_>LHJM,_,_,799002,LNW,_,_
493294,83,14,_,_,_,_,_,_,799006,K__GLGL,_,_
493295,83,14,_,_,_,_,_,_,799007,K_QC_L_PNJ_RWX,_,_
493297,83,15,_,_,799010,J<R,_,_,_,_,_,_
493298,83,15,_,_,799012,HRJM,_,_,_,_,_,_
493301,83,17,_,_,799020,PNJHM,799021,QLWN,_,_,_,_
493302,83,17,_,_,799024,CMK,_,_,_,_,_,_
493309,83,19,799037,>TH_CMK,_,_,_,_,_,_,_,_
493315,84,2,799047,MCKNWTJK,_,_,_,_,_,_,_,_
493318,84,3,799053,NPCJ,_,_,_,_,799054,L_XYRWT_JHWH,_,_
493319,84,3,799055,LBJ_W_BFRJ,_,_,_,_,799057,>L_>L_XJ,_,_
493320,84,4,799058,GM_YPWR,799060,BJT,_,_,_,_,_,_
493321,84,4,799062,DRWR,799063,QN,_,_,799064,LH,_,_
493322,84,4,_,_,799067,>PRXJH,_,_,_,_,_,_
493323,84,4,_,_,799068,>T_MZBXWTJK,_,_,_,_,_,_
493325,84,5,799071,JWCBJ_BJTK,_,_,_,_,_,_,_,_
493328,84,6,799076,>DM,_,_,_,_,_,_,_,_
493329,84,6,799077,<WZ_LW,_,_,_,_,_,_,_,_
493330,84,6,799079,MSLWT,_,_,_,_,_,_,_,_
493331,84,7,_,_,_,_,_,_,799082,B_<MQ_H_BK>,_,_
493332,84,7,_,_,799083,M<JN,_,_,_,_,_,_
493333,84,7,799087,MWRH,799085,GM_BRKWT,_,_,_,_,_,_
493334,84,8,_,_,_,_,_,_,799089,M_XJL_>L_XJL,_,_
493335,84,8,_,_,_,_,_,_,799091,>L_>LHJM,_,_
493337,84,9,_,_,799095,TPLTJ,_,_,_,_,_,_
493344,84,10,_,_,799104,PNJ_MCJXK,_,_,_,_,_,_
493345,84,11,799107,JWM_B_XYRJK,_,_,_,_,_,_,_,_
493347,84,11,_,_,_,_,_,_,799111,B_BJT_>LHJ,_,_
493348,84,11,_,_,_,_,_,_,799113,B_>HLJ_RC<,_,_
493349,84,12,799116,JHWH_>LHJM,_,_,_,_,_,_,_,_
493350,84,12,799119,JHWH,799117,XN_W_KBWD,_,_,_,_,_,_
493351,84,12,_,_,799122,VWB,_,_,_,_,_,_
493355,84,13,_,_,_,_,_,_,799129,BK,_,_
493359,85,2,_,_,799135,>RYK,_,_,_,_,_,_
493361,85,2,_,_,799137,CBWT_J<QB,_,_,_,_,_,_
493362,85,3,_,_,799139,<WN_<MK,_,_,_,_,_,_
493363,85,3,_,_,799141,KL_XV>TM,_,_,_,_,_,_
493365,85,4,_,_,799144,KL_<BRTK,_,_,_,_,_,_
493366,85,4,_,_,_,_,_,_,799146,M_XRWN_>PK,_,_
493369,85,5,_,_,799151,K<SK_<MNW,_,_,_,_,_,_
493370,85,6,_,_,_,_,_,_,799155,BNW,_,_
493371,85,6,_,_,799157,>PK,_,_,_,_,_,_
493372,85,7,799161,>TH,_,_,_,_,_,_,_,_
493374,85,7,799165,<MK,_,_,_,_,799167,BK,_,_
493375,85,8,_,_,799170,XSDK,_,_,_,_,_,_
493377,85,8,_,_,799172,JC<K,_,_,799174,LNW,_,_
493379,85,9,799178,H_>L_JHWH,799176,MH,_,_,_,_,_,_
493380,85,9,_,_,799181,CLWM,_,_,799182,>L_<MW_W_>L_XSJDJW,_,_
493381,85,9,_,_,_,_,_,_,799186,L_KSLH,_,_
493382,85,10,799190,JC<W,_,_,_,_,799189,L_JR>JW,_,_
493383,85,10,799192,KBWD,_,_,_,_,799193,B_>RYNW,_,_
493384,85,11,799194,XSD_W_>MT,_,_,_,_,_,_,_,_
493385,85,11,799196,YDQ_W_CLWM,_,_,_,_,_,_,_,_
493386,85,12,799198,>MT,_,_,_,_,799199,M_>RY,_,_
493387,85,12,799202,YDQ,_,_,_,_,799203,M_CMJM,_,_
493388,85,13,799206,JHWH,799208,H_VWB,_,_,_,_,_,_
493389,85,13,799210,>RYNW,799212,JBWLH,_,_,_,_,_,_
493390,85,14,799213,YDQ,_,_,_,_,799214,L_PNJW,_,_
493391,85,14,_,_,_,_,_,_,799218,L_DRK_P<MJW,_,_
493393,86,1,_,_,799222,>ZNK,_,_,_,_,_,_
493396,86,1,799226,>NJ,_,_,_,_,_,_,_,_
493397,86,2,_,_,799228,NPCJ,_,_,_,_,_,_
493398,86,2,799231,>NJ,_,_,_,_,_,_,_,_
493399,86,2,_,_,799233,<BDK_>TH,_,_,_,_,_,_
493401,86,2,_,_,_,_,_,_,799237,>LJK,_,_
493404,86,3,_,_,_,_,_,_,799241,>LJK,_,_
493405,86,4,_,_,799245,NPC_<BDK,_,_,_,_,_,_
493406,86,4,_,_,799249,NPCJ,_,_,799247,>LJK,_,_
493408,86,5,799252,>TH,_,_,_,_,_,_,_,_
493410,86,6,_,_,799258,TPLTJ,_,_,_,_,_,_
493412,86,6,_,_,_,_,_,_,799261,B_QWL_TXNWNWTJ,_,_
493418,86,9,799273,KL_GWJM,_,_,_,_,_,_,_,_
493420,86,9,_,_,_,_,_,_,799279,L_PNJK,_,_
493422,86,9,_,_,_,_,_,_,799283,L_CMK,_,_
493423,86,10,799286,>TH,_,_,_,_,_,_,_,_
493424,86,10,_,_,799289,NPL>WT,_,_,_,_,_,_
493425,86,10,799290,>TH,_,_,_,_,_,_,_,_
493426,86,11,_,_,799295,DRKK,_,_,_,_,_,_
493428,86,11,_,_,_,_,_,_,799297,B_>MTK,_,_
493429,86,11,_,_,799299,LBBJ,_,_,_,_,_,_
493430,86,11,_,_,799301,CMK,_,_,_,_,_,_
493433,86,12,_,_,799307,CMK,_,_,_,_,_,_
493434,86,13,799310,XSDK,_,_,_,_,799312,<LJ,_,_
493435,86,13,_,_,799315,NPCJ,_,_,799316,M_C>WL_TXTJH,_,_
493437,86,14,799318,ZDJM,_,_,_,_,799320,<LJ,_,_
493438,86,14,799322,<DT_<RJYJM,799324,NPCJ,_,_,_,_,_,_
493439,86,14,_,_,_,_,_,_,799328,L_NGDM,_,_
493440,86,15,799330,>TH,_,_,_,_,_,_,_,_
493443,86,16,_,_,_,_,_,_,799335,>LJ,_,_
493445,86,16,_,_,799339,<ZK,_,_,799340,L_<BDK,_,_
493446,86,16,_,_,_,_,_,_,799343,L_BN_>MTK,_,_
493447,86,17,_,_,799346,>WT_L_VWBH,_,_,_,_,_,_
493448,86,17,799349,FN>J,_,_,_,_,_,_,_,_
493450,86,17,799353,>TH,_,_,_,_,_,_,_,_
493456,87,1,799361,JSWDTW,_,_,_,_,_,_,_,_
493457,87,2,799364,JHWH,799365,C<RJ_YJWN,_,_,_,_,_,_
493458,87,3,799367,NKBDWT,_,_,_,_,799369,BK,_,_
493461,87,4,_,_,799373,RHB_W_BBL,_,_,799374,L_JD<J,_,_
493463,87,4,799377,ZH,_,_,_,_,_,_,_,_
493464,87,5,_,_,_,_,_,_,799381,L_YJWN,_,_
493465,87,5,799383,>JC_W_>JC,_,_,_,_,_,_,_,_
493466,87,5,799387,HW>,_,_,_,_,_,_,_,_
493467,87,5,799389,<LJWN,_,_,_,_,_,_,_,_
493468,87,6,799390,JHWH,_,_,_,_,_,_,_,_
493469,87,6,_,_,799393,<MJM,_,_,_,_,_,_
493470,87,6,799394,ZH,_,_,_,_,_,_,_,_
493473,87,7,799401,KL_M<JNJ,_,_,_,_,_,_,_,_
493479,88,1,_,_,_,_,_,_,799409,L_HJMN_H_>ZRXJ,_,_
493483,88,3,799417,TPLTJ,_,_,_,_,799416,L_PNJK,_,_
493484,88,3,_,_,799419,>ZNK,_,_,799420,L_RNTJ,_,_
493485,88,4,799424,NPCJ,_,_,_,_,799423,B_R<WT,_,_
493486,88,4,799426,XJJ,_,_,_,_,799427,L_C>WL,_,_
493487,88,5,_,_,_,_,_,_,799430,<M_JWRDJ_BWR,_,_
493492,88,6,799443,HMH,_,_,_,_,799444,M_JDK,_,_
493493,88,7,_,_,_,_,_,_,799447,B_BWR_TXTJWT_B_MXCKJM_B_MYLWT,_,_
493494,88,8,799450,XMTK,_,_,_,_,799448,<LJ,_,_
493497,88,9,_,_,799456,MJD<J,_,_,799457,MMNJ,_,_
493498,88,9,_,_,799459,TW<BWT,_,_,_,_,_,_
493501,88,10,799465,<JNJ,_,_,_,_,_,_,_,_
493504,88,10,_,_,799473,KPJ,_,_,799472,>LJK,_,_
493505,88,11,_,_,799477,PL>,_,_,799475,L__MTJM,_,_
493506,88,11,799479,RP>JM,_,_,_,_,_,_,_,_
493509,88,12,799486,XSDK,_,_,_,_,_,_,_,_
493510,88,12,799487,>MWNTK,_,_,_,_,_,_,_,_
493511,88,13,799492,PL>K,_,_,_,_,_,_,_,_
493512,88,13,799494,YDQTK,_,_,_,_,_,_,_,_
493513,88,14,799497,>NJ,_,_,_,_,799498,>LJK,_,_
493515,88,14,799503,TPLTJ,_,_,_,_,_,_,_,_
493516,88,15,_,_,799508,NPCJ,_,_,_,_,_,_
493518,88,15,_,_,799510,PNJK,_,_,799511,MMNJ,_,_
493519,88,16,799513,>NJ,_,_,_,_,_,_,_,_
493521,88,16,_,_,799518,>MJK,_,_,_,_,_,_
493523,88,17,799522,XRWNJK,_,_,_,_,799520,<LJ,_,_
493524,88,17,799523,B<WTJK,_,_,_,_,_,_,_,_
493526,88,18,_,_,_,_,_,_,799529,<LJ,_,_
493527,88,19,_,_,799533,>HB_W_R<,_,_,799532,MMNJ,_,_
493528,88,19,799534,MJD<J,_,_,_,_,_,_,_,_
493530,89,2,_,_,799537,XSDJ_JHWH,_,_,_,_,_,_
493531,89,2,_,_,799542,>MWNTK,_,_,_,_,_,_
493533,89,3,799547,XSD,_,_,_,_,_,_,_,_
493535,89,3,_,_,799551,>MWNTK,_,_,799552,BHM,_,_
493536,89,4,_,_,799554,BRJT,_,_,799555,L_BXJRJ,_,_
493537,89,4,_,_,_,_,_,_,799557,L_DWD_<BDJ,_,_
493538,89,5,_,_,799560,ZR<K,_,_,_,_,_,_
493539,89,5,_,_,799564,KS>K,_,_,_,_,_,_
493541,89,6,799568,CMJM,799569,PL>K,_,_,_,_,_,_
493543,89,6,_,_,799571,>P_>MWNTK,_,_,_,_,_,_
493544,89,7,799574,MJ,_,_,_,_,799577,L_JHWH,_,_
493545,89,7,_,_,_,_,_,_,799579,L_JHWH,_,_
493546,89,8,799581,>L,_,_,_,_,799583,B_SWD_QDCJM,_,_
493547,89,8,_,_,_,_,_,_,799587,<L_KL_SBJBJW,_,_
493549,89,9,799589,MJ,_,_,_,_,_,_,_,_
493551,89,9,799594,>MWNTK,_,_,_,_,_,_,_,_
493552,89,10,799596,>TH,_,_,_,_,799598,B_G>WT_H_JM,_,_
493553,89,10,799600,GLJW,_,_,_,_,_,_,_,_
493554,89,10,799601,>TH,_,_,_,_,_,_,_,_
493555,89,11,799603,>TH,799606,RHB,_,_,_,_,_,_
493556,89,11,_,_,799609,>WJBJK,_,_,_,_,_,_
493557,89,12,799611,CMJM,_,_,_,_,_,_,_,_
493558,89,12,799613,>RY,_,_,_,_,_,_,_,_
493560,89,12,799615,>TH,_,_,_,_,_,_,_,_
493562,89,13,799618,>TH,_,_,_,_,_,_,_,_
493563,89,13,799620,TBWR_W_XRMWN,_,_,_,_,799621,B_CMK,_,_
493564,89,14,799624,ZRW<_<M_GBWRH,_,_,_,_,_,_,_,_
493565,89,14,799626,JDK,_,_,_,_,_,_,_,_
493566,89,14,799628,JMJNK,_,_,_,_,_,_,_,_
493567,89,15,799630,MKWN_KS>K,_,_,_,_,_,_,_,_
493568,89,15,799631,XSD_W_>MT,799633,PNJK,_,_,_,_,_,_
493570,89,16,_,_,799636,TRW<H,_,_,_,_,_,_
493572,89,16,_,_,_,_,_,_,799638,B_>WR_PNJK,_,_
493573,89,17,_,_,_,_,_,_,799640,B_CMK,_,_
493574,89,17,_,_,_,_,_,_,799644,B_YDQTK,_,_
493575,89,18,799648,>TH,_,_,_,_,_,_,_,_
493576,89,18,799652,QRNNW,_,_,_,_,_,_,_,_
493577,89,19,799655,MGNNW,_,_,_,_,_,_,_,_
493578,89,19,799658,MLKNW,_,_,_,_,_,_,_,_
493579,89,20,_,_,_,_,_,_,799662,L_XSJDJK,_,_
493581,89,20,_,_,799666,<ZR,_,_,799667,<L_GBWR,_,_
493582,89,20,_,_,799669,BXWR,_,_,799670,M_<M,_,_
493583,89,21,_,_,799672,DWD_<BDJ,_,_,_,_,_,_
493584,89,21,_,_,_,_,_,_,799673,B_CMN_QDCJ,_,_
493585,89,22,799676,JDJ,_,_,_,_,799678,<MW,_,_
493586,89,22,799679,>P_ZRW<J,_,_,_,_,_,_,_,_
493587,89,23,799683,>WJB,_,_,_,_,799684,BW,_,_
493588,89,23,799686,BN_<WLH,_,_,_,_,_,_,_,_
493589,89,24,_,_,799692,YRJW,_,_,_,_,_,_
493590,89,24,_,_,799694,MFN>JW,_,_,_,_,_,_
493591,89,25,799697,>MWNTJ_W_XSDJ,_,_,_,_,_,_,_,_
493592,89,25,799702,QRNW,_,_,_,_,_,_,_,_
493593,89,26,_,_,799706,JDW,_,_,799705,B__JM,_,_
493594,89,26,_,_,799709,JMJNW,_,_,799708,B__NHRWT,_,_
493595,89,27,799710,HW>,_,_,_,_,_,_,_,_
493596,89,27,799713,>TH,_,_,_,_,_,_,_,_
493598,89,28,799715,>P_>NJ,799716,BKWR,_,_,_,_,_,_
493599,89,28,_,_,799718,<LJWN_L_MLKJ_>RY,_,_,_,_,_,_
493600,89,29,_,_,799722,XSDJ,_,_,799721,LW,_,_
493601,89,29,799724,BRJTJ,_,_,_,_,799726,LW,_,_
493602,89,30,_,_,799730,ZR<W,_,_,799729,L_<D,_,_
