clnode,chapter,verse,subj_n,subj,obj_n,obj,obj_n2,obj2,cmpl_n,cmpl,cmpl_n2,cmpl2
493603,89,30,_,_,799732,KS>W,_,_,799733,K_JMJ_CMJM,_,_
493604,89,31,799736,BNJW,799737,TWRTJ,_,_,_,_,_,_
493605,89,31,_,_,_,_,_,_,799739,B_MCPVJ,_,_
493606,89,32,_,_,799743,XQTJ,_,_,_,_,_,_
493607,89,32,_,_,799746,MYWTJ,_,_,_,_,_,_
493608,89,33,_,_,799752,PC<M,_,_,_,_,_,_
493609,89,33,_,_,799755,<WNM,_,_,_,_,_,_
493610,89,34,_,_,799757,XSDJ,_,_,799760,M_<MW,_,_
493611,89,34,_,_,_,_,_,_,799764,B_>MWNTJ,_,_
493612,89,35,_,_,799767,BRJTJ,_,_,_,_,_,_
493613,89,35,_,_,799769,MWY>_FPTJ,_,_,_,_,_,_
493614,89,36,_,_,799772,>XT,_,_,799774,B_QDCJ,_,_
493615,89,36,_,_,_,_,_,_,799776,L_DWD,_,_
493616,89,37,799778,ZR<W,_,_,_,_,_,_,_,_
493617,89,37,799782,KS>W,_,_,_,_,_,_,_,_
493619,89,38,799789,<D_B__CXQ,_,_,_,_,_,_,_,_
493621,89,39,799793,>TH,_,_,_,_,_,_,_,_
493623,89,39,_,_,_,_,_,_,799798,<M_MCJXK,_,_
493624,89,40,_,_,799800,BRJT_<BDK,_,_,_,_,_,_
493625,89,40,_,_,799803,NZRW,_,_,799802,L__>RY,_,_
493626,89,41,_,_,799805,KL_GDRTJW,_,_,_,_,_,_
493627,89,41,_,_,799807,MBYRJW,799808,MXTH,_,_,_,_
493628,89,42,799810,KL_<BRJ_DRK,_,_,_,_,_,_,_,_
493629,89,42,_,_,_,_,_,_,799813,L_CKNJW,_,_
493630,89,43,_,_,799815,JMJN_YRJW,_,_,_,_,_,_
493631,89,43,_,_,799817,KL_>WJBJW,_,_,_,_,_,_
493632,89,44,_,_,799820,YWR_XRBW,_,_,_,_,_,_
493633,89,44,_,_,_,_,_,_,799824,B__MLXMH,_,_
493634,89,45,_,_,_,_,_,_,799826,M_VHRW,_,_
493635,89,45,_,_,799828,KS>W,_,_,799829,L__>RY,_,_
493636,89,46,_,_,799832,JMJ_<LWMJW,_,_,_,_,_,_
493637,89,46,_,_,799835,BWCH,_,_,799834,<LJW,_,_
493641,89,47,799843,XMTK,_,_,_,_,_,_,_,_
493643,89,48,799845,>NJ,_,_,_,_,_,_,_,_
493644,89,48,799847,XLD,_,_,_,_,_,_,_,_
493645,89,48,_,_,799851,KL_BNJ_>DM,_,_,_,_,_,_
493646,89,49,799852,MJ,_,_,_,_,_,_,_,_
493648,89,49,_,_,799858,MWT,_,_,_,_,_,_
493649,89,49,_,_,799860,NPCW,_,_,799861,M_JD_C>WL,_,_
493651,89,50,799864,XSDJK_H_R>CNJM,_,_,_,_,_,_,_,_
493653,89,50,_,_,_,_,_,_,799867,L_DWD,_,_
493654,89,51,_,_,799871,XRPT_<BDJK,_,_,_,_,_,_
493656,89,51,_,_,799874,KL_RBJM_<MJM,_,_,799873,B_XJQJ,_,_
493657,89,52,799877,>WJBJK,_,_,_,_,_,_,_,_
493659,89,52,_,_,799881,<QBWT_MCJXK,_,_,_,_,_,_
493660,89,53,799883,JHWH,_,_,_,_,_,_,_,_
493664,90,1,799889,>TH,_,_,_,_,799891,LNW,_,_
493665,90,2,799894,HRJM,_,_,_,_,_,_,_,_
493666,90,2,_,_,799898,>RY_W_TBL,_,_,_,_,_,_
493667,90,2,799901,>TH,_,_,_,_,_,_,_,_
493668,90,3,_,_,799904,>NWC,_,_,799905,<D_DK>,_,_
493672,90,4,799911,>LP_CNJM,_,_,_,_,_,_,_,_
493685,90,8,_,_,799939,<WNTJNW,_,_,799940,L_NGDK,_,_
493686,90,8,_,_,799941,<LMNW,_,_,799942,L_M>WR_PNJK,_,_
493687,90,9,799944,KL_JMJNW,_,_,_,_,_,_,_,_
493688,90,9,_,_,799948,CNJNW,_,_,_,_,_,_
493690,90,10,799952,CB<JM_CNH,_,_,_,_,_,_,_,_
493691,90,10,799956,CMWNJM_CNH,_,_,_,_,_,_,_,_
493693,90,10,799958,RHBM,_,_,_,_,_,_,_,_
493696,90,11,799965,MJ,799967,<Z_>PK,_,_,_,_,_,_
493697,90,11,799970,<BRTK,_,_,_,_,_,_,_,_
493698,90,12,_,_,799972,JMJNW,_,_,_,_,_,_
493700,90,12,_,_,799977,LBB_XKMH,_,_,_,_,_,_
493704,90,13,_,_,_,_,_,_,799983,<L_<BDJK,_,_
493705,90,14,_,_,799986,XSDK,_,_,_,_,_,_
493710,90,15,_,_,799996,R<H,_,_,_,_,_,_
493711,90,16,799999,P<LK,_,_,_,_,799998,>L_<BDJK,_,_
493712,90,16,800001,HDRK,_,_,_,_,800002,<L_BNJHM,_,_
493713,90,17,800005,N<M_>DNJ_>LHJNW,_,_,_,_,_,_,_,_
493714,90,17,_,_,800008,M<FH_JDJNW,_,_,800010,<LJNW,_,_
493718,91,1,_,_,_,_,_,_,800016,B_YL_CDJ,_,_
493719,91,2,_,_,_,_,_,_,800019,L_JHWH,_,_
493721,91,2,_,_,_,_,_,_,800022,BW,_,_
493722,91,3,800024,HW>,_,_,_,_,800026,M_PX_JQWC,_,_
493723,91,3,_,_,_,_,_,_,800027,M_DBR_HWWT,_,_
493724,91,4,_,_,_,_,_,_,800028,B_>BRTW,800030,LK
493725,91,4,_,_,_,_,_,_,800032,TXT_KNPJW,_,_
493726,91,4,800035,>MTW,_,_,_,_,_,_,_,_
493727,91,5,_,_,_,_,_,_,800038,M_PXD_LJLH,_,_
493728,91,5,_,_,_,_,_,_,800039,M_XY,_,_
493730,91,6,_,_,_,_,_,_,800042,M_DBR,_,_
493731,91,6,_,_,_,_,_,_,800043,B__>PL,_,_
493732,91,6,_,_,_,_,_,_,800045,M_QVB,_,_
493734,91,7,800050,>LP,_,_,_,_,800049,M_YDK,_,_
493735,91,7,800052,RBBH,_,_,_,_,800053,M_JMJNK,_,_
493736,91,7,_,_,_,_,_,_,800054,>LJK,_,_
493738,91,8,_,_,800060,CLMT_RC<JM,_,_,_,_,_,_
493739,91,9,800063,>TH,_,_,_,_,_,_,_,_
493741,91,9,_,_,800066,<LJWN,800068,M<WNK,_,_,_,_
493742,91,10,800072,R<H,_,_,_,_,800071,>LJK,_,_
493743,91,10,800074,NG<,_,_,_,_,800077,B_>HLK,_,_
493744,91,11,_,_,800079,ML>KJW,_,_,800081,LK,_,_
493745,91,11,_,_,_,_,_,_,800083,B_KL_DRKJK,_,_
493746,91,12,_,_,_,_,_,_,800084,<L_KPJM,_,_
493747,91,12,800089,RGLK,_,_,_,_,800088,B__>BN,_,_
493748,91,13,_,_,_,_,_,_,800090,<L_CXL_W_PTN,_,_
493749,91,13,_,_,800093,KPJR_W_TNJN,_,_,_,_,_,_
493750,91,14,_,_,_,_,_,_,800095,BJ,_,_
493753,91,14,_,_,800102,CMJ,_,_,_,_,_,_
493756,91,15,800107,>NKJ,_,_,_,_,_,_,_,_
493759,91,16,_,_,800112,>RK_JMJM,_,_,_,_,_,_
493760,91,16,_,_,_,_,_,_,800116,B_JCW<TJ,_,_
493764,92,2,_,_,_,_,_,_,800121,L_JHWH,_,_
493765,92,2,_,_,_,_,_,_,800124,L_CMK,_,_
493767,92,None,_,_,800128,XSDK,_,_,_,_,_,_
493768,92,3,_,_,800130,>MWNTK,_,_,_,_,_,_
493769,92,5,_,_,_,_,_,_,800136,B_P<LK,_,_
493771,92,5,_,_,_,_,_,_,800137,B_M<FJ_JDJK,_,_
493772,92,6,800141,M<FJK,_,_,_,_,_,_,_,_
493774,92,6,800145,MXCBTJK,_,_,_,_,_,_,_,_
493775,92,7,800146,>JC_B<R,_,_,_,_,_,_,_,_
493776,92,7,800150,KSJL,800153,>T_Z>T,_,_,_,_,_,_
493777,92,8,800155,RC<JM,_,_,_,_,_,_,_,_
493778,92,8,800159,KL_P<LJ_>WN,_,_,_,_,_,_,_,_
493780,92,9,800163,>TH,_,_,_,_,_,_,_,_
493782,92,10,800169,>JBJK,_,_,_,_,_,_,_,_
493784,92,10,800173,>JBJK,_,_,_,_,_,_,_,_
493785,92,10,800176,KL_P<LJ_>WN,_,_,_,_,_,_,_,_
493786,92,11,_,_,800180,QRNJ,_,_,_,_,_,_
493787,92,11,_,_,_,_,_,_,800182,B_CMN_R<NN,_,_
493788,92,12,800185,<JNJ,_,_,_,_,800186,B_CWRJ,_,_
493789,92,12,_,_,_,_,_,_,800189,<LJ,_,_
493791,92,12,800192,>ZNJ,_,_,_,_,_,_,_,_
493792,92,13,800193,YDJQ,_,_,_,_,_,_,_,_
493799,92,16,800210,JHWH_YWRJ,_,_,_,_,_,_,_,_
493800,92,16,800213,<LTH,_,_,_,_,_,_,_,_
493801,93,1,800215,JHWH,_,_,_,_,_,_,_,_
493802,93,1,_,_,800217,G>WT,_,_,_,_,_,_
493803,93,1,800220,JHWH,800221,<Z,_,_,_,_,_,_
493805,93,1,800225,TBL,_,_,_,_,_,_,_,_
493807,93,2,800229,KS>K,_,_,_,_,_,_,_,_
493808,93,2,800232,>TH,_,_,_,_,_,_,_,_
493809,93,3,800234,NHRWT,_,_,_,_,_,_,_,_
493811,93,3,800237,NHRWT,800238,QWLM,_,_,_,_,_,_
493812,93,3,800240,NHRWT,800241,DKJM,_,_,_,_,_,_
493813,93,4,800244,MCBRJ_JM,_,_,_,_,_,_,_,_
493814,93,4,800247,JHWH,_,_,_,_,_,_,_,_
493815,93,5,800248,<DTJK,_,_,_,_,_,_,_,_
493816,93,5,800253,QDC,_,_,_,_,_,_,_,_
493824,94,2,_,_,800263,GMWL,_,_,800264,<L_G>JM,_,_
493825,94,3,800266,RC<JM,_,_,_,_,_,_,_,_
493827,94,3,800269,RC<JM,_,_,_,_,_,_,_,_
493829,94,4,_,_,800273,<TQ,_,_,_,_,_,_
493830,94,4,800275,KL_P<LJ_>WN,_,_,_,_,_,_,_,_
493831,94,5,_,_,800276,<MK,_,_,_,_,_,_
493833,94,5,_,_,800280,NXLTK,_,_,_,_,_,_
493834,94,6,_,_,800282,>LMNH_W_GR,_,_,_,_,_,_
493835,94,6,_,_,800285,JTWMJM,_,_,_,_,_,_
493837,94,7,800291,JH,_,_,_,_,_,_,_,_
493838,94,7,800295,>LHJ_J<QB,_,_,_,_,_,_,_,_
493849,94,10,_,_,800319,>DM,800320,D<T,_,_,_,_
493850,94,11,800321,JHWH,800323,MXCBWT_>DM,_,_,_,_,_,_
493851,94,11,800325,HMH,_,_,_,_,_,_,_,_
493855,94,12,_,_,_,_,_,_,800332,M_TWRTK,_,_
493856,94,13,_,_,_,_,_,_,800335,LW,800336,M_JMJ_R<
493857,94,13,800340,CXT,_,_,_,_,800339,L__RC<,_,_
493858,94,14,800344,JHWH,800345,<MW,_,_,_,_,_,_
493859,94,14,_,_,800347,NXLTW,_,_,_,_,_,_
493860,94,15,800353,MCPV,_,_,_,_,800351,<D_YDQ,_,_
493861,94,15,800356,KL_JCRJ_LB,_,_,_,_,800355,>XRJW,_,_
493862,94,16,800357,MJ,_,_,_,_,800360,<M_MR<JM,_,_
493863,94,16,800361,MJ,_,_,_,_,800364,<M_P<LJ_>WN,_,_
493864,94,17,800366,JHWH,_,_,_,_,800368,LJ,_,_
493865,94,17,800372,NPCJ,_,_,_,_,800371,DWMH,_,_
493867,94,18,800376,RGLJ,_,_,_,_,_,_,_,_
493868,94,18,800377,XSDK,_,_,_,_,_,_,_,_
493870,94,19,800381,TNXWMJK,800383,NPCJ,_,_,_,_,_,_
493871,94,20,800386,KS>_HWWT,_,_,_,_,_,_,_,_
493872,94,20,_,_,800388,<ML,_,_,_,_,_,_
493873,94,21,_,_,_,_,_,_,800391,<L_NPC_YDJQ,_,_
493874,94,21,_,_,800393,DM_NQJ,_,_,_,_,_,_
493875,94,22,800397,JHWH,_,_,_,_,800398,LJ,_,_
493876,94,22,800401,>LHJ,_,_,_,_,_,_,_,_
493877,94,23,_,_,800406,>T_>WNM,_,_,800405,<LJHM,_,_
493879,94,23,800411,JHWH_>LHJNW,_,_,_,_,_,_,_,_
493881,95,1,_,_,_,_,_,_,800414,L_JHWH,_,_
493882,95,1,_,_,_,_,_,_,800416,L_YWR_JC<NW,_,_
493883,95,2,_,_,800418,PNJW,_,_,_,_,_,_
493884,95,2,_,_,_,_,_,_,800422,LW,_,_
493885,95,3,800425,JHWH,_,_,_,_,_,_,_,_
493887,95,4,800430,MXQRJ_>RY,_,_,_,_,_,_,_,_
493888,95,4,800432,TW<PWT_HRJM,_,_,_,_,_,_,_,_
493889,95,5,800436,H_JM,_,_,_,_,_,_,_,_
493890,95,5,800438,HW>,_,_,_,_,_,_,_,_
493891,95,5,800442,JDJW,800441,JBCT,_,_,_,_,_,_
493895,95,6,_,_,_,_,_,_,800449,L_PNJ_JHWH,_,_
493897,95,7,800452,HW>,_,_,_,_,_,_,_,_
493898,95,7,800455,>NXNW,_,_,_,_,_,_,_,_
493900,95,7,_,_,_,_,_,_,800459,B_QLW,_,_
493901,95,8,_,_,800463,LBBKM,_,_,_,_,_,_
493903,95,9,800468,>BWTJKM,_,_,_,_,_,_,_,_
493905,95,9,_,_,800472,P<LJ,_,_,_,_,_,_
493906,95,10,_,_,_,_,_,_,800475,B_DWR,_,_
493908,95,10,800479,HM,_,_,_,_,_,_,_,_
493909,95,10,800481,HM,800484,DRKJ,_,_,_,_,_,_
493911,95,11,_,_,_,_,_,_,800490,>L_MNWXTJ,_,_
493912,96,1,_,_,800493,CJR_XDC,_,_,800492,L_JHWH,_,_
493913,96,1,_,_,_,_,_,_,800495,L_JHWH,_,_
493915,96,2,_,_,_,_,_,_,800498,L_JHWH,_,_
493916,96,2,_,_,800500,CMW,_,_,_,_,_,_
493917,96,2,_,_,800503,JCW<TW,_,_,_,_,_,_
493918,96,3,_,_,800506,KBWDW,_,_,_,_,_,_
493919,96,3,_,_,800508,NPL>WTJW,_,_,_,_,_,_
493920,96,4,800511,JHWH,_,_,_,_,_,_,_,_
493922,96,4,800516,HW>,_,_,_,_,800517,<L_KL_>LHJM,_,_
493923,96,5,800519,KL_>LHJ_H_<MJM,_,_,_,_,_,_,_,_
493924,96,5,800522,JHWH,800523,CMJM,_,_,_,_,_,_
493925,96,6,800525,HWD_W_HDR,_,_,_,_,_,_,_,_
493926,96,6,800527,<Z_W_TP>RT,_,_,_,_,_,_,_,_
493927,96,7,_,_,_,_,_,_,800530,L_JHWH,_,_
493929,96,7,_,_,800534,KBWD_W_<Z,_,_,800533,L_JHWH,_,_
493930,96,8,_,_,800537,KBWD_CMW,_,_,800536,L_JHWH,_,_
493931,96,8,_,_,800539,MNXH,_,_,_,_,_,_
493932,96,8,_,_,_,_,_,_,800542,L_XYRWTJW,_,_
493933,96,9,_,_,_,_,_,_,800544,L_JHWH,_,_
493934,96,9,_,_,_,_,_,_,800547,M_PNJW,_,_
493936,96,10,_,_,_,_,_,_,800550,B__GWJM,_,_
493937,96,10,800551,JHWH,_,_,_,_,_,_,_,_
493938,96,10,800555,TBL,_,_,_,_,_,_,_,_
493940,96,10,_,_,800559,<MJM,_,_,800560,B_MJCRJM,_,_
493941,96,11,800562,H_CMJM,_,_,_,_,_,_,_,_
493942,96,11,800565,H_>RY,_,_,_,_,_,_,_,_
493943,96,11,800567,H_JM_W_ML>W,_,_,_,_,_,_,_,_
493944,96,12,800569,FDJ_W_KL,_,_,_,_,_,_,_,_
493946,96,12,800574,KL_<YJ_J<R,_,_,_,_,_,_,_,_
493950,96,13,800581,H_>RY,_,_,_,_,_,_,_,_
493951,96,13,_,_,800583,TBL,_,_,_,_,_,_
493952,96,13,800586,<MJM,_,_,_,_,_,_,_,_
493953,97,1,800588,JHWH,_,_,_,_,_,_,_,_
493954,97,1,800591,H_>RY,_,_,_,_,_,_,_,_
493955,97,1,800593,>JJM_RBJM,_,_,_,_,_,_,_,_
493956,97,2,800594,<NN_W_<RPL,_,_,_,_,_,_,_,_
493957,97,2,800597,MKWN_KS>W,_,_,_,_,_,_,_,_
493958,97,3,800598,>C,_,_,_,_,800599,L_PNJW,_,_
493959,97,3,_,_,800604,YRJW,_,_,_,_,_,_
493960,97,4,800606,BRQJW,800607,TBL,_,_,_,_,_,_
493962,97,4,800611,H_>RY,_,_,_,_,_,_,_,_
493963,97,5,800612,HRJM,_,_,_,_,_,_,_,_
493964,97,6,800617,H_CMJM,800618,YDQW,_,_,_,_,_,_
493965,97,6,800621,KL_H_<MJM,800622,KBWDW,_,_,_,_,_,_
493966,97,7,800624,KL_<BDJ_PSL,_,_,_,_,_,_,_,_
493967,97,7,_,_,_,_,_,_,800627,B__>LJLJM,_,_
493968,97,7,_,_,_,_,_,_,800629,LW,_,_
493971,97,8,800634,YJWN,_,_,_,_,_,_,_,_
493972,97,8,800637,BNWT_JHWDH,_,_,_,_,_,_,_,_
493974,97,9,800641,>TH,_,_,_,_,_,_,_,_
493976,97,9,_,_,_,_,_,_,800646,<L_KL_>LHJM,_,_
493978,97,10,_,_,800649,R<,_,_,_,_,_,_
493979,97,10,_,_,800651,NPCWT_XSJDJW,_,_,_,_,_,_
493980,97,10,_,_,_,_,_,_,800652,M_JD_RC<JM,_,_
493981,97,11,800654,>WR,_,_,_,_,800656,L__YDJQ,_,_
493982,97,11,800659,FMXH,_,_,_,_,800658,L_JCRJ_LB,_,_
493983,97,12,_,_,_,_,_,_,800662,B_JHWH,_,_
493985,97,12,_,_,_,_,_,_,800665,L_ZKR_QDCW,_,_
493987,98,1,_,_,800669,CJR_XDC,_,_,800668,L_JHWH,_,_
493988,98,1,_,_,800671,NPL>WT,_,_,_,_,_,_
493989,98,1,800675,JMJNW_W_ZRW<_QDCW,_,_,_,_,800674,LW,_,_
493990,98,2,800677,JHWH,800678,JCW<TW,_,_,_,_,_,_
493991,98,2,_,_,800681,YDQTW,_,_,800679,L_<JNJ_H_GWJM,_,_
493992,98,3,_,_,800683,XSDW_W_>MWNTW,_,_,800684,L_BJT_JFR>L,_,_
493993,98,3,800686,KL_>PSJ_>RY,800687,>T_JCW<T_>LHJNW,_,_,_,_,_,_
493994,98,4,_,_,_,_,_,_,800689,L_JHWH,_,_
493999,98,5,_,_,_,_,_,_,800697,L_JHWH,_,_
494002,98,6,_,_,_,_,_,_,800702,L_PNJ_H_MLK_JHWH,_,_
494003,98,7,800704,H_JM_W_ML>W,_,_,_,_,_,_,_,_
494004,98,7,800705,TBL_W_JCBJ_BH,_,_,_,_,_,_,_,_
494005,98,8,800706,NHRWT,800708,KP,_,_,_,_,_,_
494006,98,8,800710,HRJM,_,_,_,_,_,_,_,_
494009,98,9,_,_,800716,H_>RY,_,_,_,_,_,_
494010,98,9,_,_,800718,TBL,_,_,_,_,_,_
494011,98,9,_,_,800721,<MJM,_,_,_,_,_,_
494012,99,1,800723,JHWH,_,_,_,_,_,_,_,_
494013,99,1,800726,<MJM,_,_,_,_,_,_,_,_
494014,99,1,_,_,800728,KRWBJM,_,_,_,_,_,_
494015,99,1,800730,H_>RY,_,_,_,_,_,_,_,_
494016,99,2,800731,JHWH,_,_,_,_,_,_,_,_
494017,99,2,800736,HW>,_,_,_,_,_,_,_,_
494018,99,3,_,_,800739,CMK_GDWL_W_NWR>,_,_,_,_,_,_
494019,99,3,800741,HW>,_,_,_,_,_,_,_,_
494020,99,4,800743,<Z_MLK,800744,MCPV,_,_,_,_,_,_
494021,99,4,800746,>TH,800748,MJCRJM,_,_,_,_,_,_
494022,99,4,800751,>TH,800749,MCPV_W_YDQH,_,_,_,_,_,_
494023,99,5,_,_,800754,JHWH_>LHJNW,_,_,_,_,_,_
494024,99,5,_,_,_,_,_,_,800757,L_HDM_RGLJW,_,_
494025,99,5,800759,HW>,_,_,_,_,_,_,_,_
494026,99,6,800760,MCH_W_>HRN,_,_,_,_,_,_,_,_
494027,99,6,800763,CMW>L,_,_,_,_,_,_,_,_
494028,99,6,_,_,_,_,_,_,800766,>L_JHWH,_,_
494029,99,6,800768,HW>,_,_,_,_,_,_,_,_
494030,99,7,_,_,_,_,_,_,800772,>LJHM,_,_
494031,99,7,_,_,800774,<DTJW_W_XQ,_,_,_,_,_,_
494032,99,7,_,_,_,_,_,_,800776,LMW,_,_
494034,99,8,800778,>TH,_,_,_,_,_,_,_,_
494035,99,8,_,_,_,_,_,_,800782,LHM,_,_
494036,99,8,_,_,_,_,_,_,800785,<L_<LJLWTM,_,_
494037,99,9,_,_,800787,JHWH_>LHJNW,_,_,_,_,_,_
494038,99,9,_,_,_,_,_,_,800790,L_HR_QDCW,_,_
494039,99,9,800793,JHWH_>LHJNW,_,_,_,_,_,_,_,_
494041,100,1,_,_,_,_,_,_,800796,L_JHWH,_,_
494043,100,2,_,_,800799,>T_JHWH,_,_,800800,B_FMXH,_,_
494044,100,2,_,_,_,_,_,_,800802,L_PNJW,_,_
494047,100,3,800807,HW>,_,_,_,_,_,_,_,_
494048,100,3,800809,HW>,_,_,_,_,_,_,_,_
494049,100,3,800813,>NXNW_<MW_W_Y>N_MR<JTW,_,_,_,_,_,_,_,_
494050,100,4,_,_,800815,C<RJW,_,_,_,_,_,_
494051,100,4,_,_,800817,XYRTJW,_,_,_,_,_,_
494052,100,4,_,_,_,_,_,_,800820,LW,_,_
494053,100,4,_,_,800822,CMW,_,_,_,_,_,_
494054,100,5,800825,JHWH,_,_,_,_,_,_,_,_
494055,100,5,800827,XSDW,_,_,_,_,_,_,_,_
494056,100,5,800830,>MWNTW,_,_,_,_,_,_,_,_
494059,101,1,_,_,800833,XSD_W_MCPV,_,_,_,_,_,_
494060,101,1,_,_,_,_,_,_,800835,LK,_,_
494062,101,2,_,_,_,_,_,_,800839,B_DRK_TMJM,_,_
494063,101,2,_,_,_,_,_,_,800842,>LJ,_,_
494064,101,2,_,_,_,_,_,_,800845,B_QRB_BJTJ,_,_
494065,101,3,_,_,800849,DBR_BLJ<L,_,_,800848,L_NGD_<JNJ,_,_
494066,101,3,_,_,800851,SVJM,_,_,_,_,_,_
494068,101,3,_,_,_,_,_,_,800855,BJ,_,_
494069,101,4,800856,LBB_<QC,_,_,_,_,800858,MMNJ,_,_
494070,101,4,_,_,800859,R<,_,_,_,_,_,_
494071,101,5,_,_,800864,R<HW,_,_,_,_,_,_
494072,101,5,_,_,800865,>WTW,_,_,_,_,_,_
494074,101,5,_,_,800868,>TW,_,_,_,_,_,_
494075,101,6,800871,<JNJ,_,_,_,_,_,_,_,_
494076,101,6,_,_,_,_,_,_,800874,<MDJ,_,_
494077,101,6,_,_,_,_,_,_,800876,B_DRK_TMJM,_,_
494078,101,6,800877,HW>,_,_,_,_,_,_,_,_
494079,101,7,_,_,_,_,_,_,800881,B_QRB_BJTJ,_,_
494080,101,7,_,_,800883,RMJH,_,_,_,_,_,_
494081,101,7,_,_,800885,CQRJM,_,_,_,_,_,_
494082,101,7,_,_,_,_,_,_,800888,L_NGD_<JNJ,_,_
494083,101,8,_,_,800891,KL_RC<J_>RY,_,_,_,_,_,_
494084,101,8,_,_,800894,KL_P<LJ_>WN,_,_,800893,M_<JR_JHWH,_,_
494087,102,1,_,_,800901,FJXW,_,_,800899,L_PNJ_JHWH,_,_
494089,102,2,_,_,800904,TPLTJ,_,_,_,_,_,_
494090,102,2,800906,CW<TJ,_,_,_,_,800907,>LJK,_,_
494091,102,3,_,_,800911,PNJK,_,_,800912,MMNJ,_,_
494092,102,3,_,_,800918,>ZNK,_,_,800917,>LJ,_,_
494093,102,3,_,_,_,_,_,_,800915,LJ,_,_
494097,102,4,800926,JMJ,_,_,_,_,_,_,_,_
494098,102,4,800928,<YMWTJ,_,_,_,_,_,_,_,_
494100,102,5,800935,LBJ,_,_,_,_,_,_,_,_
494102,102,5,_,_,800939,LXMJ,_,_,_,_,_,_
494103,102,6,800942,<YMJ,_,_,_,_,800943,L_BFRJ,_,_
494104,102,7,_,_,_,_,_,_,800945,L_Q>T_MDBR,_,_
494109,102,9,800956,>WJBJ,_,_,_,_,_,_,_,_
494110,102,9,800957,MHWLLJ,_,_,_,_,800958,BJ,_,_
494111,102,10,_,_,800961,>PR,_,_,_,_,_,_
494112,102,10,_,_,800965,CQWJ,_,_,800966,B_BKJ,_,_
494116,102,12,800973,JMJ,_,_,_,_,_,_,_,_
494117,102,12,800976,>NJ,_,_,_,_,_,_,_,_
494118,102,13,800980,>TH,_,_,_,_,_,_,_,_
494120,102,13,800985,ZKRK,_,_,_,_,_,_,_,_
494121,102,14,800987,>TH,_,_,_,_,_,_,_,_
494122,102,14,_,_,800990,YJWN,_,_,_,_,_,_
494125,102,14,800996,MW<D,_,_,_,_,_,_,_,_
494126,102,15,800999,<BDJK,801000,>T_>BNJH,_,_,_,_,_,_
494127,102,15,_,_,801002,>T_<PRH,_,_,_,_,_,_
494128,102,16,801006,GWJM,801007,>T_CM_JHWH,_,_,_,_,_,_
494129,102,16,801009,KL_MLKJ_H_>RY,801010,>T_KBWDK,_,_,_,_,_,_
494130,102,17,801013,JHWH,801014,YJWN,_,_,_,_,_,_
494132,102,18,_,_,_,_,_,_,801018,>L_TPLT_H_<R<R,_,_
494133,102,18,_,_,801022,>T_TPLTM,_,_,_,_,_,_
494134,102,19,801024,Z>T,_,_,_,_,_,_,_,_
494135,102,19,801027,<M_NBR>,801029,JH,_,_,_,_,_,_
494136,102,20,_,_,_,_,_,_,801032,M_MRWM_QDCW,_,_
494137,102,20,801033,JHWH,_,_,_,_,801034,M_CMJM,801035,>L_>RY
494138,102,21,_,_,801038,>NQT_>SJR,_,_,_,_,_,_
494139,102,21,_,_,801040,BNJ_TMWTH,_,_,_,_,_,_
494140,102,22,_,_,801043,CM_JHWH,_,_,801042,B_YJWN,_,_
494141,102,22,_,_,801045,THLTW,_,_,801046,B_JRWCLM,_,_
494142,102,23,801048,<MJM,_,_,_,_,_,_,_,_
494143,102,23,801051,MMLKWT,_,_,_,_,_,_,_,_
494144,102,23,_,_,801053,>T_JHWH,_,_,_,_,_,_
494145,102,24,_,_,801056,KXW,_,_,_,_,_,_
494146,102,24,_,_,801058,JMJ,_,_,_,_,_,_
494150,102,25,801065,CNWTJK,_,_,_,_,_,_,_,_
494151,102,26,_,_,801067,H_>RY,_,_,_,_,_,_
494152,102,26,801071,CMJM,_,_,_,_,_,_,_,_
494153,102,27,801072,HMH,_,_,_,_,_,_,_,_
494154,102,27,801075,>TH,_,_,_,_,_,_,_,_
494155,102,27,801078,KLM,_,_,_,_,_,_,_,_
494158,102,28,801086,>TH,_,_,_,_,_,_,_,_
494159,102,28,801089,CNWTJK,_,_,_,_,_,_,_,_
494160,102,29,801092,BNJ_<BDJK,_,_,_,_,_,_,_,_
494161,102,29,801095,ZR<M,_,_,_,_,801096,L_PNJK,_,_
494163,103,1,_,_,801101,>T_JHWH,_,_,_,_,_,_
494165,103,1,_,_,801104,>T_CM_QDCW,_,_,_,_,_,_
494167,103,2,_,_,801107,>T_JHWH,_,_,_,_,_,_
494169,103,2,_,_,801111,KL_GMWLJW,_,_,_,_,_,_
494170,103,3,_,_,_,_,_,_,801114,L_KL_<WNKJ,_,_
494171,103,3,_,_,_,_,_,_,801117,L_KL_TXL>JKJ,_,_
494172,103,4,_,_,801121,XJJKJ,_,_,801120,M_CXT,_,_
494173,103,4,_,_,801124,XSD_W_RXMJM,_,_,_,_,_,_
494174,103,5,_,_,801128,<DJK,_,_,801127,B__VWB,_,_
494175,103,5,801131,N<WRJKJ,_,_,_,_,_,_,_,_
494176,103,6,801134,JHWH,801133,YDQWT,_,_,_,_,_,_
494177,103,6,_,_,801136,MCPVJM,_,_,801137,L_KL_<CWQJM,_,_
494178,103,7,_,_,801139,DRKJW,_,_,801140,L_MCH,_,_
